"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","Experimenter 1","Experimenter-1","P1","P2",
00:29:53.000,00:29:54.000,00:00:01.000,,,,,,,,,,,,"(inaudible)",,,
00:30:01.269,00:30:01.408,00:00:00.139,,,,,,,,,,,,,,"okay",
00:30:01.748,00:30:02.286,00:00:00.538,,,,,,,,,,,,,"what",,
00:30:02.286,00:30:03.494,00:00:01.208,,,,,,,,,,,,"I'll come up with (inaudible) paper",,,
00:30:03.494,00:30:03.813,00:00:00.319,,,,,,,,,,,,,"all right",,
00:30:04.571,00:30:08.911,00:00:04.340,,,,,,,,,,,,,"I don't want some",,
00:30:10.318,00:30:12.114,00:00:01.796,,,,,,,,,,,,,,"she likes open them for me",
00:30:13.890,00:30:15.217,00:00:01.327,,,,,,,,,,,,,"they taste funny",,
00:30:15.287,00:30:18.879,00:00:03.592,,,,,,,,,,,,,"I'm not even hungry",,
00:30:18.879,00:30:19.886,00:00:01.007,,,,,,,,,,,,,"I'm tired",,
00:30:20.894,00:30:22.151,00:00:01.257,,,,,,,,,,,,,,"I want like real food",
00:30:22.720,00:30:23.748,00:00:01.028,,,,,,,,,,,,,"I had a milkshake",,
00:30:23.748,00:30:26.880,00:00:03.132,,,,,,,,,,,,,"but I'm not like drink a whole calorie",,
00:30:28.058,00:30:29.455,00:00:01.397,,,,,,,,,,,,,"like it don't give you energy",,
00:30:29.455,00:30:30.492,00:00:01.037,,,,,,,,,,,,,"it just makes you fat",,
00:30:30.971,00:30:33.146,00:00:02.175,,,,,,,,,,,,,,"this taste like horrible",
00:30:36.090,00:30:38.105,00:00:02.015,,,,,,,,,,,,,"these are okay if you put them in the back of your tongue",,
00:30:38.105,00:30:40.629,00:00:02.524,,,,,,,,,,,,,"and swallow them",,
00:30:43.533,00:30:45.269,00:00:01.736,,,,,,,,,,,,,"I can't chew them because of my stupid brace",,
00:30:45.269,00:30:48.980,00:00:03.711,,,,,,,,,,,,,"that's why I popped out last night",,
00:30:49.230,00:30:52.143,00:00:02.913,,,,,,,,,,,,,"and I can't like eat okay",,
00:30:52.143,00:30:58.229,00:00:06.086,,,,,,,,,,,,,"but now you get to tutor me because I'm stupid",,
00:30:58.698,00:30:58.978,00:00:00.280,,,,,,,,,,,,,,"pause filler yeah",
00:30:59.686,00:31:01.572,00:00:01.886,,,,,,,,,,,,,"actually who know if you know what I'm doing",,
00:31:01.811,00:31:05.782,00:00:03.971,,,,,,,,,,,,,"so it's okay we only have half an hour left to think",,
00:31:06.000,00:31:07.049,00:00:01.049,,,,,,,,,,,,,,"hmm",
00:31:07.049,00:31:09.003,00:00:01.954,,,,,,,,,,,,,"were you in the atrium earlier or I was","hmm",
00:31:09.003,00:31:11.878,00:00:02.875,,,,,,,,,,,,,"were you in the atrium earlier or I was",,
00:31:12.287,00:31:14.662,00:00:02.375,,,,,,,,,,,,,"were you in the atrium",,
00:31:16.588,00:31:16.657,00:00:00.069,,,,,,,,,,,,,,"no",
00:31:16.657,00:31:18.254,00:00:01.597,,,,,,,,,,,,,"oh where were you",,
00:31:18.254,00:31:22.694,00:00:04.440,,,,,,,,,,,,,"does it make they like not want us to see each other because we get tutored or something",,
00:31:22.694,00:31:25.338,00:00:02.644,,,,,,,,,,,,,,"oh well I mean they told us to go to the atrium",
00:31:25.338,00:31:27.203,00:00:01.865,,,,,,,,,,,,,,"but we like went the wrong way",
00:31:27.203,00:31:30.705,00:00:03.502,,,,,,,,,,,,,,"so we ended up like on the upper level or something",
00:31:31.304,00:31:32.282,00:00:00.978,,,,,,,,,,,,,"okay",,
00:31:32.920,00:31:33.329,00:00:00.409,,,,,,,,,,,,,"awesome",,
00:31:35.664,00:31:35.973,00:00:00.309,,,,,,,,,,,,,,"yeah",
00:31:41.112,00:31:43.756,00:00:02.644,,,,,,,,,,,,,"(inaudible) my mom is going to make me clean my house",,
00:31:44.783,00:31:46.080,00:00:01.297,,,,,,,,,,,,,,"that sounds horrible",
00:31:46.470,00:31:49.802,00:00:03.332,,,,,,,,,,,,,"so a long ride thing you're hypothetically pathetic",,
00:31:50.201,00:32:00.388,00:00:10.187,,,,,,,,,,,,,"how much time it is until how much time we have left",,
00:32:00.388,00:32:02.453,00:00:02.065,,,,,,,,,,,,,"it's exactly five thirty",,
00:32:04.449,00:32:04.708,00:00:00.259,,,,,,,,,,,,,,"okay",
00:32:06.724,00:32:12.900,00:00:06.176,,,,,,,,,,,,,"now you're going to teach me how to I think (inaudible)",,
00:32:12.999,00:32:13.000,00:00:00.001,,,,,,,,,,,,,"we have to see an opera at school this week right",,
00:32:13.000,00:32:20.333,00:00:07.333,,,,,,,,,,,,,"we have to see an opera at school this week right","mm-hmm",
00:32:20.333,00:32:20.891,00:00:00.558,,,,,,,,,,,,,,"mm-hmm",
00:32:20.891,00:32:21.297,00:00:00.406,,,,,,,,,,,,,"(inaudible) like forty k no no sixty no no actually seventy children to an opera","mm-hmm",
00:32:21.297,00:32:28.384,00:00:07.087,,,,,,,,,,,,,"(inaudible) like forty k no no sixty no no actually seventy children to an opera",,
00:32:28.384,00:32:30.051,00:00:01.667,,,,,,,,,,,,,"I mean it was terrible",,
00:32:30.929,00:32:32.625,00:00:01.696,,,,,,,,,,,,,"but I slept through the first stack",,
00:32:33.972,00:32:35.388,00:00:01.416,,,,,,,,,,,,,,"that's impressive",
00:32:36.905,00:32:41.564,00:00:04.659,,,,,,,,,,,,,"it's kind of exciting okay",,
00:32:41.993,00:32:44.937,00:00:02.944,,,,,,,,,,,,,"but regarding this month we're going to on like eight different field trips",,
00:32:44.937,00:32:48.129,00:00:03.192,,,,,,,,,,,,,"but like only one of them is even slightly appealing",,
00:32:51.003,00:32:53.737,00:00:02.734,,,,,,,,,,,,,,"yeah I haven't been on a field trip in like such a long time",
00:32:54.256,00:32:57.179,00:00:02.923,,,,,,,,,,,,,"we didn't really have any (inaudible) is this like",,
00:32:57.249,00:33:03.584,00:00:06.335,,,,,,,,,,,,,"no we have one like (inaudible) so like this is our first year we've had like a ton of field trips in like secondary",,
00:33:04.023,00:33:08.942,00:00:04.919,,,,,,,,,,,,,"but I don't really know",,
00:33:08.942,00:33:13.442,00:00:04.500,,,,,,,,,,,,,"but it's kind of nice because it's a lot of school",,
00:33:13.442,00:33:16.744,00:00:03.302,,,,,,,,,,,,,"when you this kind of you either sleep through it",,
00:33:16.744,00:33:17.992,00:00:01.248,,,,,,,,,,,,,"or you get food or something",,
00:33:17.992,00:33:19.049,00:00:01.057,,,,,,,,,,,,,"that makes it worth it",,
00:33:19.319,00:33:19.548,00:00:00.229,,,,,,,,,,,,,,"yeah",
00:33:22.930,00:33:25.225,00:00:02.295,,,,,,,,,,,,,"so it's like have that post right now",,
00:33:26.013,00:33:32.479,00:00:06.466,,,,,,,,,,,,,"so I'm going to sleep if I don't get real food you have them",,
00:33:33.047,00:33:40.910,00:00:07.863,,,,,,,,,,,,,"I haven't played guitar for a few hours today",,
00:33:40.910,00:33:43.444,00:00:02.534,,,,,,,,,,,,,"do you play any instruments",,
00:33:43.444,00:33:46.367,00:00:02.923,,,,,,,,,,,,,,"piano and clarinet",
00:33:46.367,00:33:46.487,00:00:00.120,,,,,,,,,,,,,,"yeah",
00:33:47.544,00:33:48.692,00:00:01.148,,,,,,,,,,,,,"I love piano",,
00:33:48.692,00:33:50.178,00:00:01.486,,,,,,,,,,,,,"but I was really bad at it",,
00:33:51.386,00:33:52.882,00:00:01.496,,,,,,,,,,,,,"but I can play keyboards",,
00:33:53.022,00:34:24.850,00:00:31.828,,,,,,,,,,,,,"I'm not I don't think we really have to reset because there's all the pack",,
00:34:24.850,00:34:29.798,00:00:04.948,,,,,,,,,,,,,"and then it's just social time five minutes tutor time twenty-five minutes",,
00:34:29.798,00:34:31.475,00:00:01.677,,,,,,,,,,,,,,"oh I just want to like",
00:34:31.475,00:34:31.954,00:00:00.479,,,,,,,,,,,,,"go home",,
00:34:31.954,00:34:39.915,00:00:07.961,,,,,,,,,,,,,"see I was debating over (inaudible) and X-men like the ninetieth time this week",,
00:34:41.272,00:34:42.460,00:00:01.188,,,,,,,,,,,,,,"I've never seen X-men",
00:34:42.529,00:34:43.637,00:00:01.108,,,,,,,,,,,,,,"but I really want to",
00:34:43.637,00:34:44.595,00:00:00.958,,,,,,,,,,,,,"oh yeah absolutely yes",,
00:34:44.794,00:34:50.192,00:00:05.398,,,,,,,,,,,,,"I watched the split second like the newer one like four times this week",,
00:34:50.392,00:34:51.519,00:00:01.127,,,,,,,,,,,,,"it's really bad",,
00:34:51.609,00:34:54.802,00:00:03.193,,,,,,,,,,,,,"yesterday I watched it into I watched two movies yesterday",,
00:34:55.071,00:34:56.607,00:00:01.536,,,,,,,,,,,,,"so this is why I'm very tired",,
00:34:58.194,00:34:59.820,00:00:01.626,,,,,,,,,,,,,"and (inaudible) sleep whatsoever",,
00:34:59.990,00:35:01.965,00:00:01.975,,,,,,,,,,,,,"but you know it's okay",,
00:35:01.965,00:35:09.638,00:00:07.673,,,,,,,,,,,,,"I've looked every time when I walked by the lake what is going on in that room",,
00:35:09.638,00:35:12.641,00:00:03.003,,,,,,,,,,,,,"or the child with bright red hair doing weird things",,
00:35:15.664,00:35:17.261,00:00:01.597,,,,,,,,,,,,,"the red ones are kind of okay",,
00:35:18.448,00:35:21.511,00:00:03.063,,,,,,,,,,,,,,"yeah but they all taste like really weird and like medicine",
00:35:21.511,00:35:22.598,00:00:01.087,,,,,,,,,,,,,,"but like a weird mecidine",
00:35:22.598,00:35:24.803,00:00:02.205,,,,,,,,,,,,,"it tastes like children's Tylenol",,
00:35:25.193,00:35:25.422,00:00:00.229,,,,,,,,,,,,,,"yeah",
00:35:26.699,00:35:27.906,00:00:01.207,,,,,,,,,,,,,"that's what they taste like",,
00:35:27.906,00:35:31.538,00:00:03.632,,,,,,,,,,,,,"that's why I don't like those because nobody likes children's Tylenol so",,
00:35:32.007,00:35:32.705,00:00:00.698,,,,,,,,,,,,,,"oh they're coming back",
00:35:32.785,00:35:33.384,00:00:00.599,,,,,,,,,,,,,,"woo",
00:35:33.504,00:35:35.190,00:00:01.686,,,,,,,,,,,,,"I guess she's coming back",,
00:35:35.190,00:35:36.000,00:00:00.810,,,,,,,,,,,,,"I don't see her",,
00:35:36.000,00:35:36.357,00:00:00.357,,,,,,,,,,,,"(inaudible)","I don't see her",,
00:35:36.357,00:35:36.617,00:00:00.260,,,,,,,,,,,,"(inaudible)",,,
00:35:36.617,00:35:40.099,00:00:03.482,,,,,,,,,,,,"(inaudible)","it probably is the glass in the store is like on the right",,
00:35:40.099,00:35:41.638,00:00:01.539,,,,,,,,,,,,"(inaudible)","so I can see her because the (inaudible)",,
00:35:41.638,00:35:42.623,00:00:00.985,,,,,,,,,,,,,"so I can see her because the (inaudible)",,
00:35:42.733,00:35:43.571,00:00:00.838,,,,,,,,,,,,,"yeah sure",,
00:35:44.090,00:35:44.339,00:00:00.249,,,,,,,,,,,,"okay (inaudible)",,,
00:35:45.117,00:35:52.241,00:00:07.124,,,,,,,,,,,,,"this thing is going to take longer though",,
00:35:52.241,00:35:57.120,00:00:04.879,,,,,,,,,,,,,"so I go back to the beginning",,
00:35:57.489,00:35:57.938,00:00:00.449,,,,,,,,,,,,"yes",,,
00:35:59.145,00:36:02.877,00:00:03.732,,,,,,,,,,,,,"thank you",,
00:36:03.286,00:36:07.367,00:00:04.081,,,,,,,,,,,,,"okay all right",,
00:36:08.275,00:36:13.403,00:00:05.128,,,,,,,,,,,,,"let's times it by x that's right",,
00:36:13.842,00:36:15.927,00:00:02.085,,,,"SV",,"SV1A",,,,,,,,"she has to give like ten",
00:36:17.194,00:36:19.848,00:00:02.654,,,,,,,,,,,,,"one equals twenty-five x",,
00:36:19.848,00:36:22.472,00:00:02.624,,,,,,,,,,,,,"one twenty fifth equals x",,
00:36:22.792,00:36:27.737,00:00:04.945,,,"SV",,"SV1A",,,,,,,,"that's called art",,
00:36:27.737,00:36:27.750,00:00:00.013,"00",,"SV",,"SV1A",,,,,,,,"that's called art",,
00:36:27.750,00:36:28.638,00:00:00.888,"00",,,,,,,,,,,,,"that is great",
00:36:28.638,00:36:28.644,00:00:00.006,"00",,,,,,,,,,,,,,
00:36:28.698,00:36:34.226,00:00:05.528,,,"SV",,"SV1A",,,,,,,,"x and circle and well I don't know why I'm doing it",,
00:36:34.565,00:36:38.316,00:00:03.751,,,"SV",,"SV1A",,,,,,,,"oh wait it reminds of my own color",,
00:36:38.316,00:36:39.653,00:00:01.337,,,"SV",,"SV1A",,,,,,,,"hold on",,
00:36:39.653,00:36:42.637,00:00:02.984,,,"SV",,"SV1A",,,,,,,,"I was supposed to write on black right",,
00:36:43.924,00:36:45.939,00:00:02.015,,,,,,,,,,,,,"okay so negative three (inaudible)",,
00:36:45.939,00:36:49.671,00:00:03.732,,,,,,,,,,,,,"okay let's start over",,
00:36:49.900,00:36:50.798,00:00:00.898,,,,,,,,,,,,,"just cross it out",,
00:36:52.165,00:36:56.774,00:00:04.609,,,,,,,,,,,,,"so sixty-three plus seventeen is nine eighty right",,
00:36:57.922,00:37:02.950,00:00:05.028,,,,,,,,,,,,,"negative three y equals eighty times y times y",,
00:37:03.300,00:37:06.881,00:00:03.581,,,,,,,,,,,,,"so negative three equals eighty y",,
00:37:06.881,00:37:10.783,00:00:03.902,,,,,,,,,,,,,"so negative three over eighty equals y",,
00:37:12.319,00:37:12.549,00:00:00.230,,,,,,,,,,,,,,"yup",
00:37:12.668,00:37:12.798,00:00:00.130,,,,,,,,,,,,,"okay",,
00:37:13.646,00:37:17.807,00:00:04.161,,,,,,,,,,,,,"and we subtract the fifty-four",,
00:37:18.515,00:37:22.117,00:00:03.602,,,,,,,,,,,,,"what would that be hold on",,
00:37:22.117,00:37:23.414,00:00:01.297,,,,,,,,,,,,,,"sixty-two",
00:37:23.414,00:37:24.501,00:00:01.087,,,,,,,,,,,,,"thank you",,
00:37:25.200,00:37:26.227,00:00:01.027,,,,,,,,,,,,,"four k",,
00:37:27.124,00:37:27.135,00:00:00.011,"TRC",,,,,,,,,,,,,,
00:37:27.135,00:37:29.350,00:00:02.215,"TRC",,"SV",,"SV1A",,,,,,,,"okay I didn't mention any word",,
00:37:29.350,00:37:29.374,00:00:00.024,"TRC",,,,,,,,,,,,,,
00:37:30.069,00:37:35.397,00:00:05.328,,,,,,,,,,,,,"sixty-two times k times k",,
00:37:35.905,00:37:41.922,00:00:06.017,,,,,,,,,,,,,"four equals sixty-two k divide that by sixty two divided by sixty",,
00:37:42.580,00:37:44.436,00:00:01.856,,,,,,,,,,,,,"two over thirty-one",,
00:37:44.745,00:37:49.564,00:00:04.819,,,,,,,,,,,,,,"wait wouldn't it just oh yeah yeah yeah yeah",
00:37:49.634,00:37:49.914,00:00:00.280,,,,,,,,,,,,,,"sorry",
00:37:49.914,00:37:50.353,00:00:00.439,,,,,,,,,,,,,"ops",,
00:37:51.201,00:37:51.745,00:00:00.544,,,,,,,,,,,,,,"continue",
00:37:51.745,00:37:51.769,00:00:00.024,"TRC",,,,,,,,,,,,,"continue",
00:37:51.769,00:37:54.363,00:00:02.594,"TRC",,"SV",,"SV1A",,,,,,,,"oh wait I don't know I'm going to do that",,
00:37:54.363,00:37:54.365,00:00:00.002,"TRC",,,,,,,,,,,,,,
00:37:55.940,00:37:58.205,00:00:02.265,,,,,,,,,,,,,"two hundred and ten y",,
00:37:58.873,00:38:00.649,00:00:01.776,,,"SV",,"SV1A",,,,,,,,"I still can't write with the mouse",,
00:38:00.679,00:38:02.665,00:00:01.986,,,,,,,,,,,,,"equals negative fourteen",,
00:38:03.642,00:38:10.976,00:00:07.334,,,,,,,,,,,,,"so that would be like seven one zero five",,
00:38:12.941,00:38:13.739,00:00:00.798,,,,,,,,,,,,,,"pause filler yeah",
00:38:13.799,00:38:17.441,00:00:03.642,,,,,,,,,,,,,"that's probably right",,
00:38:17.441,00:38:17.461,00:00:00.020,"TRC",,,,,,,,,,,,"that's probably right",,
00:38:17.461,00:38:18.090,00:00:00.629,"TRC",,"SV",,"SV1A",,,,,,,,"who cares",,
00:38:18.090,00:38:18.113,00:00:00.023,"TRC",,,,,,,,,,,,,,
00:38:19.147,00:38:21.881,00:00:02.734,,,,,,,,,,,,,,"pause filler okay what do you do first",
00:38:22.031,00:38:24.156,00:00:02.125,,,,,,,,,,,,,"well let's see here",,
00:38:25.523,00:38:30.970,00:00:05.447,,,,,,,,,,,,,"okay so I would add thirty-nine because I don't know it makes sense",,
00:38:37.605,00:38:37.805,00:00:00.200,,,,,,,,,,,,,,"yeah",
00:38:37.805,00:38:44.100,00:00:06.295,,,,,,,,,,,,,"seventeen over x equals twelve over x",,
00:38:44.130,00:38:46.186,00:00:02.056,,,,,,,,,,,,,"and then it be plus",,
00:38:47.074,00:38:48.550,00:00:01.476,,,,,,,,,,,,,,"eighteen I'm pretty sure",
00:38:49.748,00:38:50.845,00:00:01.097,,,,,,,,,,,,,"yeah eighteen",,
00:38:50.845,00:38:51.234,00:00:00.389,,,,,,,,,,,,,"you're right",,
00:38:51.234,00:38:52.072,00:00:00.838,,,,,,,,,,,,,"you're right",,
00:38:52.072,00:38:55.654,00:00:03.582,,,,,,,,,,,,,"and then you multiply by x multiply by x",,
00:38:55.654,00:39:03.397,00:00:07.743,,,,,,,,,,,,,"and x times x is x squared equals twelve over x squared plus eighteen",,
00:39:03.606,00:39:07.457,00:00:03.851,,,,,,,,,,,,,"and then you got to multiply by x squared again to cancel out",,
00:39:07.691,00:39:07.707,00:00:00.016,"TRC",,,,,,,,,,,,,,
00:39:07.707,00:39:10.012,00:00:02.305,"TRC",,"SV",,"SV1A",,,,,,,,"okay I did this in my homework the other day",,
00:39:10.012,00:39:10.043,00:00:00.031,"TRC",,,,,,,,,,,,,,
00:39:10.989,00:39:14.801,00:00:03.812,,,,,,,,,,,,,"x squared equals twelve plus eighteen",,
00:39:15.280,00:39:18.003,00:00:02.723,,,,,,,,,,,,,"yup that's about the start you forget on this one right",,
00:39:18.223,00:39:22.154,00:00:03.931,,,,,,,,,,,,,,"yeah yeah yeah yeah",
00:39:22.154,00:39:24.349,00:00:02.195,,,,,,,,,,,,,,"I mean I'm not really sure",
00:39:25.127,00:39:26.744,00:00:01.617,,,"SV",,"SV1A",,,,,,,,"I'm bad at math",,
00:39:26.744,00:39:27.622,00:00:00.878,,,,"SV",,"SV1A",,,,,,,,"most kids maybe",
00:39:29.607,00:39:30.555,00:00:00.948,,,"SV",,"SV1A",,,,,,,,"I'm drawing a bow",,
00:39:30.555,00:39:33.000,00:00:02.445,,,"SV",,"SV1A",,,,,,,,"you know what I'm drawing bow",,
00:39:33.000,00:39:34.606,00:00:01.606,,,"SV","SV","SV1A","SV1A",,,,,,,"you know what I'm drawing bow","mm-hmm",
00:39:34.606,00:39:34.885,00:00:00.279,,,"SV",,"SV1A",,,,,,,,"you know what I'm drawing bow",,
00:39:34.885,00:39:41.191,00:00:06.306,,,,,,,,,,,,,"okay plus ninety-two because we got to get rid of that negative right",,
00:39:41.191,00:39:43.027,00:00:01.836,,,,,,,,,,,,,"so then you get one zero three",,
00:39:45.351,00:39:50.859,00:00:05.508,,,,,,,,,,,,,"one zero three plus twelve x",,
00:39:50.859,00:39:56.396,00:00:05.537,,,,,,,,,,,,,"(inaudible) negative nine x equals one of three",,
00:39:56.865,00:39:59.709,00:00:02.844,,,,,,,,,,,,,"and negative (inaudible)",,
00:39:59.709,00:40:04.807,00:00:05.098,,,,,,,,,,,,,"I don't know it's like eleven and four ninths",,
00:40:06.324,00:40:08.030,00:00:01.706,,,,"SV",,"SV1A",,,,,,,,"oh I'm seeing just like a bunch of random ys",
00:40:08.030,00:40:08.658,00:00:00.628,,,,"SV",,"SV1A",,,,,,,,"so I can't really (laugther)",
00:40:08.658,00:40:11.033,00:00:02.375,,,"SV",,"SV1A",,,,,,,,"yeah I know it's not writing",,
00:40:11.033,00:40:13.437,00:00:02.404,,,,"SV",,"SV1A",,,,,,,,"aside from what it says",
00:40:14.276,00:40:15.104,00:00:00.828,,,"SV",,"SV1A",,,,,,,,"it's not writing",,
00:40:15.104,00:40:17.129,00:00:02.025,,,"SV",,"SV1A",,,,,,,,"I don't know why I'm so annoyed",,
00:40:18.286,00:40:19.813,00:00:01.527,,,"SV",,"SV1A",,,,,,,,"awesome track",,
00:40:21.759,00:40:29.281,00:00:07.522,,,"SV",,"SV1A",,,,,,,,"what is it pause filler",,
00:40:29.281,00:40:36.016,00:00:06.735,,,"SV",,"SV1A",,,,,,,,"oh I'm going to play everything",,
00:40:36.016,00:40:36.695,00:00:00.679,,,"SV",,"SV1A",,,,,,,,"don't write yet",,
00:40:36.944,00:40:37.453,00:00:00.509,,,,,,,,,,,,,,"okay",
00:40:38.291,00:40:41.913,00:00:03.622,,,,,,,,,,,,,"so you would subtract twenty-five",,
00:40:43.749,00:40:46.203,00:00:02.454,,,,,,,,,,,,,"subtract twenty-five",,
00:40:46.203,00:40:52.359,00:00:06.156,,,,,,,,,,,,,"so you got one over x plus forty-five equals that",,
00:40:52.359,00:40:54.215,00:00:01.856,,,,,,,,,,,,,,"no it should be thirty-five",
00:40:54.763,00:40:56.001,00:00:01.238,,,,,,,,,,,,,"oh yup you're right",,
00:40:56.001,00:40:56.520,00:00:00.519,,,,,,,,,,,,,"you're right",,
00:40:56.520,00:40:56.929,00:00:00.409,,,,,,,,,,,,,"you're right",,
00:40:56.929,00:40:59.573,00:00:02.644,,,,,,,,,,,,,"thank you tutor for math",,
00:41:00.650,00:41:07.235,00:00:06.585,,,,,,,,,,,,,"so I guess you could just really subtract one over x minus one over thirty-five equals eight over x",,
00:41:07.235,00:41:11.326,00:00:04.091,,,,,,,,,,,,,"then you get thirty-five x equals eight",,
00:41:11.326,00:41:12.553,00:00:01.227,,,,,,,,,,,,,"and then you get",,
00:41:13.052,00:41:16.175,00:00:03.123,,,,,,,,,,,,,,"x equals eight",
00:41:16.175,00:41:18.579,00:00:02.404,,,,,,,,,,,,,"eight thirty fifth",,
00:41:19.886,00:41:20.196,00:00:00.310,,,,,,,,,,,,,,"yeah",
00:41:21.124,00:41:24.227,00:00:03.103,,,,,,,,,,,,,"that's right because I don't even know",,
00:41:24.805,00:41:27.669,00:00:02.864,,,,,,,,,,,,,,"okay and then what do you do first",
00:41:27.669,00:41:31.530,00:00:03.861,,,,,,,,,,,,,"you add one ninety-two both sides",,
00:41:31.530,00:41:39.442,00:00:07.912,,,,,,,,,,,,,"this is the x equals scruples",,
00:41:40.320,00:41:40.879,00:00:00.559,,,,,,,,,,,,,,"wow",
00:41:40.879,00:41:42.106,00:00:01.227,,,,,,,,,,,,,,"pause filler that's really nice",
00:41:42.156,00:41:47.544,00:00:05.388,,,,,,,,,,,,,"I think that should be qualified as a legitimate answer",,
00:41:47.544,00:41:55.545,00:00:08.001,,,"SV",,"SV1A",,,,,,,,"all right and this is what happens when I'm tired",,
00:41:56.134,00:41:57.980,00:00:01.846,,,,,,,,,,,,,,"okay you add the one ninety",
00:41:57.980,00:42:05.423,00:00:07.443,,,,,,,,,,,,,,"and that equals like three hundred forty if you plan on doing that first yeah",
00:42:06.710,00:42:12.537,00:00:05.827,,,,,,,,,,,,,"and then negative fix x plus six x is x equals one x",,
00:42:12.537,00:42:13.554,00:00:01.017,,,,,,,,,,,,,"(inaudible) I don't even know (inaudible)",,
00:42:13.554,00:42:21.676,00:00:08.122,,,,,,,,,,,,,"so then you get oh wait no you have to subtract this you get negative eleven x to this equals three hundred and forty",,
00:42:21.676,00:42:25.258,00:00:03.582,,,,,,,,,,,,,"and then you get negative eleven equals three hundred and forty x",,
00:42:25.258,00:42:28.441,00:00:03.183,,,,,,,,,,,,,"and you get eleven three hundred and forty x",,
00:42:28.441,00:42:29.548,00:00:01.107,,,,,,,,,,,,,"but it's negative",,
00:42:29.817,00:42:30.366,00:00:00.549,,,,,,,,,,,,,"there you go",,
00:42:31.294,00:42:31.853,00:00:00.559,,,,,,,,"UL",,,,,,"beauty",
00:42:31.853,00:42:33.220,00:00:01.367,,,"SV",,"SV1A",,,,,,,,"stop come on",,
00:42:33.220,00:42:35.385,00:00:02.165,,,"SV",,"SV1A",,,,,,,,"can I go get them so we can",,
00:42:35.385,00:42:36.502,00:00:01.117,,,,"SV",,"SV1A",,,,,,,,"they just skip ahead",
00:42:36.502,00:42:41.241,00:00:04.739,,,,"SV",,"SV1A",,,,,,,,"so I think we can just keep on going",
00:42:42.469,00:42:54.222,00:00:11.753,,,"SV",,"SV1A",,,,,,,,"okay let me see how much time we have left",,
00:42:54.402,00:43:01.436,00:00:07.034,,,"SV",,"SV1A",,,,,,,,"for nineteen minutes until we get to finish",,
00:43:01.436,00:43:07.761,00:00:06.325,,,"SV",,"SV1A",,,,,,,,"well let's draw",,
00:43:07.971,00:43:08.879,00:00:00.908,,,"SV",,"SV1A",,,,,,,,"I'm drawing (sfx)",,
00:43:08.879,00:43:16.002,00:00:07.123,,,"SV",,"SV1A",,,,,,,,"let's see who can fill up the page first",,
00:43:16.002,00:43:16.142,00:00:00.140,,,,"SV",,"SV1A",,,,,,,,"okay",
00:43:16.142,00:43:25.591,00:00:09.449,,,"SV",,"SV1A",,,,,,,,"I can't see any of your writing",,
00:43:25.591,00:43:25.810,00:00:00.219,,,,"SV",,"SV1A",,,,,,,,"yeah",
00:43:26.459,00:43:28.155,00:00:01.696,,,"SV",,"SV1A",,,,,,,,"at five thirty-two",,
00:43:28.843,00:43:29.991,00:00:01.148,,,,"SV",,"SV1A",,,,,,,,"at five thirty-two",
00:43:30.759,00:43:31.986,00:00:01.227,,,,"SV",,"SV1A",,,,,,,,"okay so wait",
00:43:32.824,00:43:35.568,00:00:02.744,,,"SV",,"SV1A",,,,,,,,"we have like nineteen minutes-ish",,
00:43:36.237,00:43:39.818,00:00:03.581,,,,"SV",,"SV1A",,,,,,,,"okay like I say give us twenty-five minutes to do pause filler",
00:43:42.333,00:43:47.042,00:00:04.709,,,,"SV",,"SV1A",,,,,,,,"so I like five fifty-seven they should come and get us",
00:43:47.042,00:43:50.953,00:00:03.911,,,,"SV",,"SV1A",,,,,,,,"so that's how much longer we have",
00:43:52.968,00:43:55.343,00:00:02.375,,,,,,,,,,,,,,"boom let's go",
00:43:57.029,00:43:57.119,00:00:00.090,,,,,,,,,,,,,,"math (sfx)",
00:43:57.119,00:43:58.965,00:00:01.846,,,"SV",,"SV1A",,,,,,,,"I'm so (inaudible)",,
00:43:58.965,00:44:02.926,00:00:03.961,,,"SV",,"SV1A",,,,,,,,"they say I'm sewing a lot",,
00:44:05.420,00:44:06.697,00:00:01.277,,,,"SV",,"SV1A",,,,,,,,"okay what you do",
00:44:06.697,00:44:07.835,00:00:01.138,,,,"SV",,"SV1A",,,,,,,,"you just drive twenty",
00:44:07.835,00:44:08.513,00:00:00.678,,,,"SV",,"SV1A",,,,,,,,"woo yeah",
00:44:08.513,00:44:17.213,00:00:08.700,,,"SV",,"SV1A",,,,,,,,"no that's a good handwriting",,
00:44:17.702,00:44:18.141,00:00:00.439,,,,"SV",,"SV1A",,,,,,,,"yeah (laughter)",
00:44:18.141,00:44:23.140,00:00:04.999,,,,,,,,,,,,,"I'm just moving on because the answer is negative eight over three x",,
00:44:23.359,00:44:25.604,00:00:02.245,,,"SV",,"SV1A",,,,,,,,"and I can tell you that just from looking at it",,
00:44:26.632,00:44:27.171,00:00:00.539,,,,,,,,,,,,,,"one",
00:44:27.171,00:44:30.373,00:00:03.202,,,"SV",,"SV1A",,,,,,,,"oh wait I want to skip one",,
