"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter","P2","P1","Experimenter 2",
00:16:44.970,00:16:45.000,00:00:00.030,"TRC",,,,,,,,,,,,
00:16:45.000,00:16:51.700,00:00:06.700,"TRC",,,"SV",,"SV1A",,,,"yeah yeah okay it's going to take forever to go back (laughter) just like",,,
00:16:51.700,00:16:51.710,00:00:00.010,"TRC",,,,,,,,,,,,
00:16:52.300,00:16:55.800,00:00:03.500,,,"SV",,"SV1A",,,,,,"hey you're making my stuff go back",,
00:16:57.900,00:16:58.600,00:00:00.700,,,,"SV",,"SV1A",,,,"wait I don't know",,,
00:16:58.600,00:16:59.300,00:00:00.700,,,,,,,,,,"I don't even know",,,
00:16:59.300,00:17:00.700,00:00:01.400,,,"SV",,"SV1A",,,,,,"oh I got it",,
00:17:00.700,00:17:02.100,00:00:01.400,,,"SV",,"SV1A",,,,,,"I got it",,
00:17:02.100,00:17:02.400,00:00:00.300,,,,"SV",,"SV1A",,,,"okay",,,
00:17:03.700,00:17:05.000,00:00:01.300,,,"SV",,"SV1A",,,,,,"don't click anything",,
00:17:05.200,00:17:06.900,00:00:01.700,,,"SV",,"SV1A",,,,,,"it might take a while but it's",,
00:17:06.900,00:17:09.900,00:00:03.000,,,,"SV",,"SV1A",,,,"is that like going to erase everything",,,
00:17:10.100,00:17:11.100,00:00:01.000,,,"SV",,"SV1A",,,,,,"yeah I'm doing",,
00:17:12.400,00:17:13.300,00:00:00.900,,,,"SV",,"SV1A",,,,"I don't see it",,,
00:17:14.100,00:17:14.500,00:00:00.400,,,"SV",,"SV1A",,,,,,"really",,
00:17:14.500,00:17:15.700,00:00:01.200,,,"SV",,"SV1A",,,,,,"it's on the side",,
00:17:18.500,00:17:19.700,00:00:01.200,,,,"SV",,"SV1A",,,,"I can hear it",,,
00:17:19.700,00:17:21.300,00:00:01.600,,,,"SV",,"SV1A",,,,"but I can't see it",,,
00:17:27.900,00:17:29.600,00:00:01.700,,,"SV",,"SV1A",,,,,,"this is going to take a while",,
00:17:30.000,00:17:39.200,00:00:09.200,,,,"SV",,"SV1A",,,,"how small is the eraser",,,
00:17:39.500,00:17:40.500,00:00:01.000,,,"SV",,"SV1A",,,,,,"very small",,
00:17:41.500,00:17:41.600,00:00:00.100,,,,"SV",,"SV1A",,,,"oh",,,
00:17:42.900,00:17:45.300,00:00:02.400,,,,"SV",,"SV1A",,,,"now I see it",,,
00:17:50.300,00:17:50.400,00:00:00.100,,,,,,,,,,,"huh",,
00:17:50.400,00:17:51.200,00:00:00.800,,,,,,,,,,"okay",,,
00:17:53.200,00:17:56.600,00:00:03.400,,,,,,,,,,"so how many time does forty-four",,,
00:17:58.900,00:18:00.300,00:00:01.400,,,,,,,,,,"go into two hundred twenty",,,
00:18:00.900,00:18:02.200,00:00:01.300,,,,,,,"UL",,,,"oh I like this",,
00:18:03.600,00:18:14.500,00:00:10.900,,,"SV",,"SV1A",,,,,,"okay I think we're going to get in trouble if we keep tutoring",,
00:18:14.500,00:18:15.000,00:00:00.500,,,,"SV",,"SV1A",,,,"yeah okay",,,
00:18:15.400,00:18:19.100,00:00:03.700,,,,,,,,,,"that's the actual answer but",,,
00:18:19.100,00:18:20.300,00:00:01.200,,,,,,,,,,"okay pause filler okay",,,
00:18:22.300,00:18:32.300,00:00:10.000,,,,,,,,,,"I'm going to like try I'm going to see if forty-four goes into it five times",,,
00:18:33.800,00:18:37.300,00:00:03.500,,,,,,,,,,"and then if it does I can know if it's divisible by five",,,
00:18:38.300,00:18:39.400,00:00:01.100,,,,,,,,,,"wait it might work",,,
00:18:39.400,00:18:39.900,00:00:00.500,,,,,,,,,,"one minute",,,
00:18:40.800,00:18:46.600,00:00:05.800,,,,,,,,,,"two time four is twenty yeah x is five",,,
00:18:47.600,00:18:48.000,00:00:00.400,,,,,,,,,,"is it",,,
00:18:48.300,00:18:50.400,00:00:02.100,,,,,,,,,,"I don't know one minute",,,
00:18:50.400,00:18:56.600,00:00:06.200,,,,,,,,,,"let me okay because let's do forty-four yeah because forty-four times five is two hundred twenty",,,
00:18:56.900,00:18:59.100,00:00:02.200,,,,,,,,,,"so x equals five",,,
00:18:59.972,00:19:00.000,00:00:00.028,"00",,,,,,,,,,,,
00:19:00.000,00:19:00.973,00:00:00.973,"00",,,,,,,,,,"congratulations",,
00:19:00.973,00:19:01.000,00:00:00.027,"00",,,,,,,,,,"congratulations",,
00:19:01.000,00:19:02.600,00:00:01.600,"00",,,,,,,,,,"I have no idea if that's right",,
00:19:02.600,00:19:02.608,00:00:00.008,"00",,,,,,,,,,,,
00:19:02.700,00:19:04.900,00:00:02.200,,,,"SV",,"SV1A",,,,"let's just hope it is",,,
00:19:04.900,00:19:05.600,00:00:00.700,,,"SV",,"SV1A",,,,,,"yeah",,
00:19:05.600,00:19:07.500,00:00:01.900,,,,,,,,,,"all right",,,
00:19:07.500,00:19:14.400,00:00:06.900,,,,,,,,,,,"okay so next",,
00:19:14.400,00:19:15.500,00:00:01.100,,,,,,,,,,"erase that",,,
00:19:15.900,00:19:17.600,00:00:01.700,,,,,,,,,,"or clear oh okay",,,
00:19:18.300,00:19:19.800,00:00:01.500,,,,,,,,,,"oh gosh okay",,,
00:19:22.000,00:19:24.500,00:00:02.500,,,,,,,,,,,"so let's see here",,
00:19:25.400,00:19:26.100,00:00:00.700,,,,,,,,,,"do we add",,,
00:19:26.500,00:19:27.200,00:00:00.700,,,,,,,,,,"I think we add nine",,,
00:19:27.200,00:19:28.300,00:00:01.100,,,"SV",,"SV1A",,,,,,"wait hold on",,
00:19:29.100,00:19:29.400,00:00:00.300,,,,"SV",,"SV1A",,,,"what (laughter)",,,
00:19:29.400,00:19:31.000,00:00:01.600,,,"SV",,"SV1A",,,,,,"I'm cheating",,
00:19:31.000,00:19:31.700,00:00:00.700,,,"SV",,"SV1A",,,,,,"don't tell",,
00:19:32.100,00:19:39.200,00:00:07.100,,,"SV",,"SV1A",,,,,,"okay got it so okay so I have a paper in front of me",,
00:19:39.300,00:19:40.000,00:00:00.700,,,"SV",,"SV1A",,,,,,"cheating so",,
00:19:40.000,00:19:41.700,00:00:01.700,,,,"SV",,"SV1A",,,,"wait so wait",,,
00:19:41.700,00:19:43.900,00:00:02.200,,,,"SV",,"SV1A",,,,"are you the one tutoring me right now",,,
00:19:44.700,00:19:48.400,00:00:03.700,,,"SV",,"SV1A",,,,,,"I think so I have no idea",,
00:19:48.400,00:19:50.300,00:00:01.900,,,,"SV",,"SV1A",,,,"because I think like it switches off halfway through",,,
00:19:50.300,00:19:52.600,00:00:02.300,,,,"SV",,"SV1A",,,,"I think you tutor me for like half the time",,,
00:19:52.600,00:19:53.500,00:00:00.900,,,,"SV",,"SV1A",,,,"and then like it switches",,,
00:19:53.500,00:19:55.600,00:00:02.100,,,,"SV",,"SV1A",,,,"I don't know because like",,,
00:19:55.600,00:19:56.000,00:00:00.400,,,,"SV",,"SV1A",,,"(inaudible)","I don't know (laughter) because like if that's because you have the paper right",,,
00:19:56.000,00:20:00.000,00:00:04.000,,,,"SV",,"SV1A",,,,"I don't know (laughter) because like if that's because you have the paper right",,,
00:20:00.400,00:20:00.900,00:00:00.500,,,"SV",,"SV1A",,,,,,"yeah",,
00:20:01.200,00:20:02.300,00:00:01.100,,,,"SV",,"SV1A",,,,"like the cheat sheet thing",,,
00:20:03.100,00:20:04.600,00:00:01.500,,,"SV",,"SV1A",,,,,,"yeah I think so",,
00:20:04.800,00:20:07.400,00:00:02.600,,,,"SV",,"SV1A",,,,"yeah well then yeah (laughter)",,,
00:20:07.400,00:20:09.000,00:00:01.600,,,"SV",,"SV1A",,,,,,"whoops",,
00:20:09.600,00:20:15.100,00:00:05.500,,,,,,,,,,,"okay so first you are going to take the nine",,
00:20:16.000,00:20:23.800,00:00:07.800,,,,,,,,,,,"and what you want to do is actually you want to add it to thirteen p",,
00:20:24.200,00:20:25.800,00:00:01.600,,,,,,,,,,"you want to add the nine to thirteen p",,,
00:20:26.400,00:20:26.800,00:00:00.400,,,,,,,,,,,"yeah",,
00:20:28.400,00:20:29.200,00:00:00.800,,,,,,,,,,"wait what do you mean",,,
00:20:29.200,00:20:32.400,00:00:03.200,,,,,,,,,,"like so or you want to add like add nine",,,
00:20:32.900,00:20:35.400,00:00:02.500,,,,,,,,,,"like do you want to cancel out the nine and",,,
00:20:35.400,00:20:41.100,00:00:05.700,,,,,,,,,,,"no what you want to do is you want to add nine plus negative nine which wait no",,
00:20:41.100,00:20:42.600,00:00:01.500,,,,,,,,,,"yeah yeah because (inaudible) yeah",,,
00:20:42.600,00:20:44.700,00:00:02.100,,,,,,,,,,"and then you could like cross that",,,
00:20:44.700,00:20:46.200,00:00:01.500,,,,,,,,,,,"yeah which would equal nine so",,
00:20:46.200,00:20:48.500,00:00:02.300,,,,,,,,,,"well wait negative nine plus nine",,,
00:20:48.700,00:20:49.300,00:00:00.600,,,,,,,,,,,"yeah",,
00:20:49.500,00:20:50.000,00:00:00.500,,,,,,,,,,"so it's zero",,,
00:20:52.200,00:20:53.000,00:00:00.800,,,,,,,,,,,"wait might be",,
00:20:53.000,00:20:58.900,00:00:05.900,,,,,,,,,,,"well anyway you want to make that nine to a positive",,
00:20:59.100,00:21:01.600,00:00:02.500,,,"SV",,"SV1A",,,,,,"so I don't know how to do that",,
00:21:01.600,00:21:02.000,00:00:00.400,,,"SV",,"SV1A",,,,,,"I forget",,
00:21:02.000,00:21:05.600,00:00:03.600,,,,,,,,,,"or a zero or a positive like okay",,,
00:21:05.900,00:21:10.200,00:00:04.300,,,,"SV",,"SV1A",,,,"I can hear my voice like going all along it's like",,,
00:21:12.300,00:21:15.300,00:00:03.000,,,,"SV",,"SV1A",,,,"I can hear like it goes that",,,
00:21:15.300,00:21:18.000,00:00:02.700,,,,"SV",,"SV1A",,,,"what are you drawing",,,
00:21:18.000,00:21:19.400,00:00:01.400,,,,"SV",,"SV1A",,,,"you're like hello",,,
00:21:19.400,00:21:21.300,00:00:01.900,,,"SV",,"SV1A",,,,,,"I have no idea",,
00:21:21.300,00:21:24.100,00:00:02.800,,,"SV",,"SV3A",,,,,,"okay let's go back to the point",,
00:21:24.100,00:21:28.800,00:00:04.700,,,,,,,,,,,"so what you want to do is you want to pause filler make that nine a positive",,
00:21:29.500,00:21:30.700,00:00:01.200,,,,,,,,,,"a positive so",,,
00:21:31.100,00:21:34.400,00:00:03.300,,,,,,,,,,,"yes so positive nine negative",,
00:21:34.600,00:21:37.396,00:00:02.796,,,,,,,,,,"so add eighteen and then",,,
00:21:37.396,00:21:37.400,00:00:00.004,"TRC",,,,,,,,,"so add eighteen and then",,,
00:21:37.400,00:21:45.700,00:00:08.300,"TRC",,"SV",,"SV1A",,,,,,"I'm going to replace this because this makes no sense (sfx) (laughter)",,
00:21:45.700,00:21:45.704,00:00:00.004,"TRC",,,"SV",,"SV1A",,,,"you just erased the problem (laughter)",,,
00:21:45.704,00:21:50.700,00:00:04.996,,,,"SV",,"SV1A",,,,"you just erased the problem (laughter)",,,
00:21:50.700,00:21:51.200,00:00:00.500,,,"SV",,"SV1A",,,,,,"ops",,
00:21:51.300,00:21:52.200,00:00:00.900,,,,"SV",,"SV1A",,,,"there you go",,,
00:21:52.200,00:21:52.500,00:00:00.300,,,,"SV",,"SV1A",,,,"oh no",,,
00:21:52.500,00:21:55.100,00:00:02.600,,,,"SV",,"SV1A",,,,"that's because I wrote on it",,,
00:21:55.100,00:21:56.200,00:00:01.100,,,,"SV",,"SV1A",,,,"and you probably yeah",,,
00:21:56.200,00:21:56.700,00:00:00.500,,,,"SV",,"SV1A",,,,"oh gosh",,,
00:21:58.500,00:21:59.400,00:00:00.900,,,,"SV",,"SV1A",,,,"just like undo it",,,
00:22:01.200,00:22:03.000,00:00:01.800,,,,"SV",,"SV1A",,,,"there we are okay",,,
00:22:03.100,00:22:03.900,00:00:00.800,,,"SV",,"SV1A",,,,,,"ah",,
00:22:04.100,00:22:09.900,00:00:05.800,,,,,,,,,,"so are we trying to so how do you get the negative nine to a nine a positive",,,
00:22:10.500,00:22:13.600,00:00:03.100,,,,,,,,,,"so you add eighteen wait because that would get you there",,,
00:22:13.600,00:22:18.700,00:00:05.100,,,,,,,,,,,"no you have to keep the nine",,
00:22:18.700,00:22:20.800,00:00:02.100,,,,,,,,,,,"so just do nine plus thirteen",,
00:22:21.300,00:22:21.700,00:00:00.400,,,,,,,,,,"negative nine",,,
00:22:22.100,00:22:23.400,00:00:01.300,,,,,,,,,,,"no positive nine",,
00:22:23.700,00:22:25.200,00:00:01.500,,,,,,,,,,"but this is a negative nine",,,
00:22:25.200,00:22:25.600,00:00:00.400,,,,,,,,,,"what do you mean",,,
00:22:25.600,00:22:29.600,00:00:04.000,,,,,,,,,,,"yeah just I think don't you add it",,
00:22:29.800,00:22:33.600,00:00:03.800,,,,,,,,,,"I think you add nine because then that will cancel out like positive and",,,
00:22:33.600,00:22:34.100,00:00:00.500,,,,,,,,,,,"yeah add it",,
00:22:34.100,00:22:36.100,00:00:02.000,,,,,,,,,,"so then that would be zero and so then",,,
00:22:37.500,00:22:38.100,00:00:00.600,,,,,,,,,,,"no really",,
00:22:38.500,00:22:44.300,00:00:05.800,,,,,,,,,,"yeah because if you add negative nine and then a positive nine like they cancel out",,,
00:22:44.300,00:22:46.800,00:00:02.500,,,,,,,,,,"and just equal zero I think",,,
00:22:47.700,00:22:50.000,00:00:02.300,,,,,,,,,,,"maybe well I know so",,
00:22:50.000,00:22:52.000,00:00:02.000,,,,,,,,,,"(inaudible) and then you add listen",,,
00:22:52.000,00:22:54.900,00:00:02.900,,,,,,,,,,"and then if you do one thing to one side you have to do it to the other",,,
00:22:54.900,00:22:56.700,00:00:01.800,,,,,,,,,,"so you have to add nine to the side I think",,,
00:22:59.500,00:23:03.000,00:00:03.500,,,,,,,,,,,"yeah you have to add nine to both sides",,
00:23:03.000,00:23:03.500,00:00:00.500,,,,,,,,,,"yeah",,,
00:23:03.800,00:23:10.900,00:00:07.100,,,,,,,,,,,"and then you get the pause filler variable and the number together",,
00:23:11.100,00:23:13.100,00:00:02.000,,,,,,,,,,,"and then it has one number on the other side",,
00:23:13.900,00:23:16.900,00:00:03.000,,,,,,,,,,"so this is fifty and then this is",,,
00:23:16.900,00:23:17.000,00:00:00.100,,,,,,,"UL",,,,"good",,
00:23:17.000,00:23:18.600,00:00:01.600,,,"SV",,"SV1A",,,,,,"oh my gosh",,
00:23:18.600,00:23:19.800,00:00:01.200,,,,,,,,,,,"okay I get it",,
00:23:19.800,00:23:20.500,00:00:00.700,,,,,,,,,,,"I get it",,
00:23:20.500,00:23:25.200,00:00:04.700,,,,,,,,,,,"okay so what you want to do is so you cancel out that nine",,
00:23:25.200,00:23:29.200,00:00:04.000,,,,,,,,,,,"and then you add that nine where you got it",,
00:23:29.200,00:23:30.400,00:00:01.200,,,,,,,,,,"so then forty-nine right",,,
00:23:30.400,00:23:34.300,00:00:03.900,,,,,,,,,,,"no you add it to thirteen and forty-one",,
00:23:34.800,00:23:38.700,00:00:03.900,,,,,,,,,,"wait so you add the nine to the thirteen and then negative nine and forty-one",,,
00:23:38.800,00:23:39.200,00:00:00.400,,,,,,,,,,,"yeah",,
00:23:39.900,00:23:40.600,00:00:00.700,,,,,,,,,,"okay",,,
00:23:41.400,00:23:43.800,00:00:02.400,,,,,,,,,,,"so you want to add it to both sides",,
00:23:45.300,00:23:49.300,00:00:04.000,,,,,,,,,,"but like but thirteen p is on the same side as negative nine",,,
00:23:50.000,00:23:50.900,00:00:00.900,,,,,,,,,,,"well that's separate",,
00:23:50.900,00:23:52.200,00:00:01.300,,,,,,,,,,,"that's like separate somehow",,
00:23:52.497,00:23:52.500,00:00:00.003,"TRC",,,,,,,,,,,,
00:23:52.500,00:23:55.867,00:00:03.367,"TRC",,"SV",,"SV1A",,,,,,"okay but like the paper says that it's separate",,
00:23:55.867,00:23:55.900,00:00:00.033,"TRC",,"SV",,"SV1A",,,,,,"okay but like the paper says that it's separate",,
00:23:55.900,00:23:59.571,00:00:03.671,"TRC",,"SV",,"SV1A",,,,,,"I don't know how",,
00:23:59.571,00:23:59.600,00:00:00.029,"TRC",,"SV",,"SV1A",,,,,,"I don't know how",,
00:23:59.600,00:24:00.900,00:00:01.300,"TRC",,"SV",,"SV1A",,,,,,"confusing okay",,
00:24:00.900,00:24:00.906,00:00:00.006,"TRC",,,,,,,,,,,,
00:24:01.273,00:24:01.300,00:00:00.027,"TRC",,,,,,,,,,,,
00:24:01.300,00:24:07.400,00:00:06.100,"TRC",,,"SV",,"SV1A",,,,"all right what does the paper say",,,
00:24:07.400,00:24:07.412,00:00:00.012,"TRC",,,,,,,,,,,,
00:24:08.300,00:24:09.300,00:00:01.000,,,,"SV",,"SV1A",,,,"so the I don't know",,,
00:24:09.800,00:24:12.000,00:00:02.200,,,,,,,,,,,"it's not the exact answer to that so",,
00:24:12.000,00:24:12.800,00:00:00.800,,,,,,,,,,"well yeah",,,
00:24:13.200,00:24:15.100,00:00:01.900,,,,,,,,,,,"it's a different equation",,
00:24:15.700,00:24:19.800,00:00:04.100,,,,,,,,,,,"so what I'm doing is I'm just switching up the numbers and variable",,
00:24:20.400,00:24:29.300,00:00:08.900,,,,,,,,,,,"okay so what it says to do here is so you got thirteen p equals fifty",,
00:24:30.200,00:24:33.600,00:00:03.400,,,,,,,,,,,"so that is probably correct",,
00:24:34.000,00:24:34.800,00:00:00.800,,,,,,,,,,,"I have no idea",,
00:24:34.800,00:24:38.600,00:00:03.800,,,,,,,,,,"yeah but do we have to do we have to simplify it down to one p",,,
00:24:39.800,00:24:42.200,00:00:02.400,,,,,,,,,,,"no not yet",,
00:24:42.200,00:24:45.400,00:00:03.200,,,,,,,,,,,"okay so then you want to divide",,
00:24:45.600,00:24:45.800,00:00:00.200,,,,,,,,,,"oh",,,
00:24:45.800,00:24:50.000,00:00:04.200,,,,,,,,,,,"thirteen divided b thirteen divide and then",,
00:24:50.000,00:24:52.400,00:00:02.400,,,,,,,,,,"and then fifty divided by thirteen",,,
00:24:52.400,00:24:52.600,00:00:00.200,,,,,,,,,,,"no",,
00:24:53.400,00:24:56.500,00:00:03.100,,,,,,,,,,,"you want to divide well yeah technically",,
00:24:56.500,00:24:56.800,00:00:00.300,,,,,,,,,,"okay",,,
00:24:57.600,00:25:03.600,00:00:06.000,,,,,,,,,,,"and that equals pause filler the p equals whatever",,
00:25:03.800,00:25:12.500,00:00:08.700,,,,,,,,,,"fifteen divided by thirteen is right so because if you do or now we do thirteen p divided thirteen which is p",,,
00:25:13.500,00:25:14.200,00:00:00.700,,,,,,,,,,"I think yeah",,,
00:25:14.600,00:25:17.000,00:00:02.400,,,,,,,,,,"and then fifty divided by thirteen",,,
00:25:17.000,00:25:22.600,00:00:05.600,,,,,,,,,,"so we can probably just write that as a fraction right",,,
00:25:23.200,00:25:24.700,00:00:01.500,,,,,,,,,,,"no you can't",,
00:25:24.700,00:25:24.800,00:00:00.100,,,,,,,,,,"no",,,
00:25:24.800,00:25:24.900,00:00:00.100,,,,,,,,,,,"no",,
00:25:24.900,00:25:27.600,00:00:02.700,,,,,,,,,,"oh gosh okay (laughter)",,,
00:25:27.700,00:25:30.700,00:00:03.000,,,,,,,,,,,"you have to divide",,
00:25:31.000,00:25:35.000,00:00:04.000,,,,,,,,,,"oh yeah okay so thirteen and then fifty",,,
00:25:35.000,00:25:36.800,00:00:01.800,,,,,,,,,,"so what's the",,,
00:25:36.800,00:25:39.900,00:00:03.100,,,"SV",,"SV1A",,,,,,"I think you should do the thinner pencil",,
00:25:39.900,00:25:42.000,00:00:02.100,,,,"SV",,"SV1A",,,,"but you can do that",,,
00:25:42.200,00:25:42.900,00:00:00.700,,,"SV",,"SV1A",,,,,,"yeah so you",,
00:25:42.900,00:25:43.400,00:00:00.500,,,,"SV",,"SV1A",,,,"how",,,
00:25:43.400,00:25:49.600,00:00:06.200,,,"SV",,"SV1A",,,,,,"do you see two pencils at the top of the right hand side for me probably the right hand side for you",,
00:25:49.600,00:25:52.900,00:00:03.300,,,,"SV",,"SV1A",,,,"oh yeah yeah yeah",,,
00:25:52.900,00:25:55.200,00:00:02.300,,,"SV",,"SV1A",,,,,,"take the one on the third from the top",,
00:25:55.200,00:25:57.000,00:00:01.800,,,,"SV",,"SV1A",,,,"oh you can like make it smaller",,,
00:25:57.100,00:25:57.800,00:00:00.700,,,,"SV",,"SV1A",,,,"oh I see",,,
00:25:58.300,00:25:59.300,00:00:01.000,,,,"SV",,"SV1A",,,,"it's thinner now",,,
00:25:59.600,00:26:00.300,00:00:00.700,,,"SV",,"SV1A",,,,,,"yeah",,
00:26:00.700,00:26:07.600,00:00:06.900,,,,,,,,,,"oh okay okay and then this is thirteen time like three",,,
00:26:08.000,00:26:12.000,00:00:04.000,,,,,,,,,,"but thirteen doesn't go perfectly in the fifty does it",,,
00:26:13.000,00:26:15.600,00:00:02.600,,,"SV",,"SV1A",,,,,,"oh I can change the color now okay",,
00:26:15.700,00:26:18.900,00:00:03.200,,,,"SV",,"SV1A",,,,"well I think you're supposed to have green though",,,
00:26:19.800,00:26:23.300,00:00:03.500,,,"SV",,"SV1A",,,,,,"oh well now I have green yeah",,
00:26:23.300,00:26:24.800,00:00:01.500,,,,"SV",,"SV1A",,,,"yeah I think you're supposed to have green okay",,,
00:26:24.800,00:26:29.400,00:00:04.600,,,"SV",,"SV1A",,,,,,"I was like what am I supposed to do I have black ah",,
00:26:29.500,00:26:29.600,00:00:00.100,,,,"SV",,"SV1A",,,,"(laughter) okay",,,
00:26:29.600,00:26:37.000,00:00:07.400,,,"SV",,"SV1A",,,,,,"there's like these buttons on the side of the pen",,
00:26:37.000,00:26:37.500,00:00:00.500,,,"SV",,"SV1A",,,,,,"what do they do",,
00:26:37.500,00:26:39.700,00:00:02.200,,,,"SV",,"SV1A",,,,"like I'm scared to press them like",,,
00:26:39.700,00:26:41.000,00:00:01.300,,,"SV",,"SV1A",,,,,,"I've been pressing it",,
00:26:41.000,00:26:44.900,00:00:03.900,,,"SV",,"SV1A",,,,,,"and nothing has been happening on like on accident",,
00:26:45.800,00:26:48.400,00:00:02.600,,,,"SV",,"SV1A",,,,"does it like click",,,
00:26:48.400,00:26:49.900,00:00:01.500,,,,"SV",,"SV1A",,,,"oh does it like click",,,
00:26:49.900,00:26:52.200,00:00:02.300,,,,"SV",,"SV1A",,,,"I don't know that's",,,
00:26:52.200,00:26:53.900,00:00:01.700,,,"SV",,"SV1A",,,,,,"oh yeah it clicks",,
00:26:54.000,00:26:57.200,00:00:03.200,,,,"SV",,"SV1A",,,,"oh they're coming okay you can select I think",,,
00:26:57.200,00:26:57.800,00:00:00.600,,,,"SV",,"SV1A",,,,"we're working now",,,
00:26:58.100,00:26:59.500,00:00:01.400,,,,"SV",,"SV1A",,,,"we are working right (laughter)",,,
00:26:59.500,00:27:02.900,00:00:03.400,,,"SV",,"SV1A",,,,,,"yeah we are totally working",,
00:27:04.500,00:27:10.200,00:00:05.700,,,,,,,,,,"okay oh yeah pause filler and then yeah",,,
00:27:11.600,00:27:16.400,00:00:04.800,,,,,,,,,"okay so that is the end of the first session",,,,
00:27:17.700,00:27:18.500,00:00:00.800,,,,,,,,,,"okay",,,
00:27:19.200,00:27:19.700,00:00:00.500,,,,,,,,,,"oh okay",,,
00:27:20.600,00:27:22.500,00:00:01.900,,,,,,,,,,,,"let's switch things up",
00:27:23.200,00:27:25.300,00:00:02.100,,,,,,,,,,,,"and now you're replacing",
00:27:25.300,00:27:30.100,00:00:04.800,,,,,,,,,"cool so before we switch pause filler we're going to take over the break",,,,
00:27:30.100,00:27:30.900,00:00:00.800,,,,,,,,,,"all right",,,
00:27:31.200,00:27:35.800,00:00:04.600,,,,,,,,,"pause filler just a few minutes (inaudible) you're free to hang out",,,,
00:27:35.800,00:27:36.400,00:00:00.600,,,,,,,,,"and chat",,,,
00:27:36.600,00:27:40.900,00:00:04.300,,,,,,,,,"and pause filler we'll be back in about four minutes",,,,
00:27:41.900,00:27:43.100,00:00:01.200,,,,,,,,,,"okay",,,
00:27:43.900,00:27:46.000,00:00:02.100,,,,,,,,,,,,"so I'm just going to go",
00:27:46.200,00:27:47.100,00:00:00.900,,,,,,,,,,,,"and check something",
00:27:49.800,00:27:52.500,00:00:02.700,,,,,,,,,,,,"then I'll be right back",
00:27:55.000,00:27:57.400,00:00:02.400,,,,,,,,,,"did they give you Skittles (sfx) (laughter)",,,
00:27:57.400,00:28:03.000,00:00:05.600,,,,,,,,,,,"do you have braces",,
00:28:04.700,00:28:06.700,00:00:02.000,,,,,,,,,,"yeah do you",,,
00:28:06.700,00:28:07.400,00:00:00.700,,,,,,,,,,,"yeah",,
00:28:07.400,00:28:10.700,00:00:03.300,,,,,,,,,,"I don't like braces at all",,,
00:28:10.700,00:28:11.000,00:00:00.300,,,,,,,,,,"oh my god",,,
00:28:11.000,00:28:11.700,00:00:00.700,,,,,,,,,,,"me neither",,
00:28:11.800,00:28:12.600,00:00:00.800,,,,,,,,,,,"they are so",,
00:28:12.600,00:28:13.400,00:00:00.800,,,,,,,,,,"they hurt",,,
00:28:13.500,00:28:13.900,00:00:00.400,,,,,,,,,,,"yeah",,
00:28:14.200,00:28:17.100,00:00:02.900,,,,,,,,,,"mm-hmm like the other day I broke my braces",,,
00:28:17.100,00:28:20.100,00:00:03.000,,,,,,,,,,"and I had to go to the orthodontist",,,
00:28:20.100,00:28:23.400,00:00:03.300,,,,,,,,,,"and they had to like redo the entire thing",,,
00:28:23.700,00:28:26.900,00:00:03.200,,,,,,,,,,"and it was like so painful I was like (sfx)",,,
00:28:26.900,00:28:38.600,00:00:11.700,,,,,,,,,,"does your orthodontist like when you got your braces did they have to put this like sour stuff on it like this glue soured (inaudible) thing because for me they have like stuff",,,
00:28:39.000,00:28:42.200,00:00:03.200,,,,,,,,,,"and it like stung through that",,,
00:28:45.700,00:28:50.700,00:00:05.000,,,,,,,,,,"I wish they gave us Skittles at school (laughter)",,,
00:28:50.700,00:29:06.900,00:00:16.200,,,,,,,,,,"that would be nice",,,
00:29:10.400,00:29:12.000,00:00:01.600,,,,,,,,,,"my chair has these weird things on",,,
00:29:12.000,00:29:16.700,00:00:04.700,,,,,,,,,,"do you have that like accordion like yeah",,,
00:29:16.700,00:29:20.000,00:00:03.300,,,,,,,,,,"and like when you bend back it's like",,,
00:29:20.000,00:29:20.200,00:00:00.200,,,,,,,,,,"and like when you bend back it's like","mm-hmm",,
00:29:20.200,00:29:22.400,00:00:02.200,,,,,,,,,,"and like when you bend back it's like",,,
00:29:24.600,00:29:26.300,00:00:01.700,,,,,,,,,,,"weird stuff",,
00:29:27.700,00:29:30.400,00:00:02.700,,,,,,,,,,,"there's a skeleton in my room well ahead",,
00:29:30.600,00:29:31.700,00:00:01.100,,,,,,,,,,"what",,,
00:29:31.900,00:29:37.500,00:00:05.600,,,,,,,,,,"you're just like sitting there",,,
00:29:37.500,00:29:37.600,00:00:00.100,,,,,,,,,,,"yeah",,
00:29:37.600,00:29:38.500,00:00:00.900,,,,,,,,,,"that's weird",,,
00:29:38.500,00:29:41.000,00:00:02.500,,,,,,,,,,,"I'm going to call it Yurik the skull",,
00:29:41.000,00:29:41.300,00:00:00.300,,,,,,,,,,,"Yurik",,
00:29:43.500,00:29:44.000,00:00:00.500,,,,,,,,,,,"yeah",,
00:29:44.000,00:29:44.300,00:00:00.300,,,,,,,,,,"oh good name",,,
00:29:45.600,00:30:08.800,00:00:23.200,,,,,,,,,,,"there's melon berry berry punch raspberry wild cherry and strawberry",,
