"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","Notes_SV","PP_Notes","SV1_P1","SV1_P2","SV2_P1","SV2_P2","PP_P1","PP_P2","Experimenter 2","Experimenter","P1","P2",
00:31:15.800,00:31:16.600,00:00:00.800,,,,,,,,,,,"barrow",,
00:31:16.700,00:31:17.400,00:00:00.700,,,,,,,,,,,,"oh orange one",
00:31:17.400,00:31:19.900,00:00:02.500,,,,,,,,,,,,"I don't think I have like any orange ones",
00:31:24.600,00:31:26.000,00:00:01.400,,,,,,,,,,,,"I think there's like (inaudible)",
00:31:26.700,00:31:29.800,00:00:03.100,,,,,,,,,,,"what it says it says br",,
00:31:29.800,00:31:32.300,00:00:02.500,,,,,,,,,,,"man this has 210 calories",,
00:31:32.300,00:31:34.300,00:00:02.000,,,,,,,,,,,"okay I've got a really sour one",,
00:31:34.300,00:31:35.700,00:00:01.400,,,,,,,,,,,"I have a brother",,
00:31:36.500,00:31:37.000,00:00:00.500,,,,,,,,,,,"and he didn't get off the school bus today",,
00:31:37.000,00:31:38.500,00:00:01.500,,,,,,,,,,,"mm-hmm",,
00:31:43.000,00:31:45.200,00:00:02.200,,,,,,,,,,,"and I was like where did Will go",,
00:31:45.200,00:31:56.600,00:00:11.400,,,,,,,,,,,"and then he would I kind of found out that he was actually at a friend's house",,
00:31:56.700,00:32:02.200,00:00:05.500,,,,,,,,,,,"I was like okay good",,
00:32:02.200,00:32:07.900,00:00:05.700,,,,,,,,,,,,"all right so I'm the tutor this time",
00:32:13.700,00:32:14.800,00:00:01.100,,,,,,,,,,"yeah you're the tutor",,,
00:32:14.900,00:32:19.800,00:00:04.900,,,,,,,,,,"and you have your study guide",,,
00:32:19.800,00:32:22.300,00:00:02.500,,,,,,,,,,"you have twenty minutes",,,
00:32:22.300,00:32:23.700,00:00:01.400,,,,,,,,,,"and exchange color for you",,,
00:32:24.100,00:32:25.900,00:00:01.800,,,,,,,,,,"you're in green which should be like",,,
00:32:25.900,00:32:35.000,00:00:09.100,,,,,,,,,,"you will solve the problems and out here solve them and underline or solve them",,,
00:32:35.000,00:32:35.100,00:00:00.100,,,,,,,,,,,,"okay",
00:32:35.500,00:32:38.300,00:00:02.800,,,,,,,,,"so now we're going to switch it up",,,,
00:32:38.400,00:32:40.500,00:00:02.100,,,,,,,,,"and she's going to tutor you",,,,
00:32:40.500,00:32:44.000,00:00:03.500,,,,,,,,,"and you're going to get tutored same as the last time",,,,
00:32:44.000,00:32:46.400,00:00:02.400,,,,,,,,,"you're going to have (inaudible)",,,,
00:32:46.400,00:32:49.500,00:00:03.100,,,,,,,,,"and work through as many problems as you can",,,,
00:32:49.600,00:32:53.100,00:00:03.500,,,,,,,,,"don't worry if you can't get the problem",,,,
00:32:53.200,00:32:58.000,00:00:04.800,,,,,,,,,"and if you finish through all of the problems in that sense",,,,
00:32:58.100,00:33:00.400,00:00:02.300,,,,,,,,,"you can just let us know and (inaudible) yeah",,,,
00:33:00.400,00:33:01.700,00:00:01.300,,,,,,,,,"okay yeah all right",,,,
00:33:01.700,00:33:12.100,00:00:10.400,,,,,,,,,"and you can go ahead and get started",,,,
00:33:12.200,00:33:13.700,00:00:01.500,,,,,,,,,,,,"okay I'm the tutor (laughter)",
00:33:14.400,00:33:14.800,00:00:00.400,,,,,,,,,,,"hello",,
00:33:14.800,00:33:17.000,00:00:02.200,,,"SV",,"SV1A",,,,,,"hello family",,
00:33:17.500,00:33:18.100,00:00:00.600,,,,,,,,,,,,"okay this",
00:33:18.200,00:33:19.900,00:00:01.700,,,"SV",,"SV1A",,,,,,"dang it",,
00:33:20.400,00:33:33.000,00:00:12.600,,,,,,,,,,,,"what do you think we have to do first",
00:33:33.400,00:33:39.200,00:00:05.800,,,,"SV",,"SV1A",,,,,,"because I have the cheat sheet",
00:33:39.200,00:33:39.800,00:00:00.600,,,,"SV",,"SV1A",,,,,,"so like I know (laughter)",
00:33:39.800,00:33:40.500,00:00:00.700,,,,"SV",,"SV1A",,,,,,"it's so sour",
00:33:40.800,00:33:42.900,00:00:02.100,,,"SV",,"SV1A",,,,,,"oh (inaudible) in my bag (inaudible)",,
00:33:42.900,00:33:44.000,00:00:01.100,,,"SV",,"SV1A",,,,,,"aw man these are really sour",,
00:33:44.300,00:33:51.300,00:00:07.000,,,"SV",,"SV1A",,,,,,"I have a lot of red",,
00:33:51.300,00:33:53.500,00:00:02.200,,,,"SV",,"SV1A",,,,,,"I have a lot of blue",
00:33:54.100,00:33:54.800,00:00:00.700,,,,"SV",,"SV1A",,,,,,"yeah four blue",
00:33:54.800,00:33:55.100,00:00:00.300,,,,"SV",,"SV1A",,,,,,"okay",
00:33:58.500,00:34:00.700,00:00:02.200,,,"SV",,"SV1A",,,,,,"you just dumped them out",,
00:34:01.400,00:34:06.200,00:00:04.800,,,,"SV",,"SV1A",,,,,,"no I was just like going through them like",
00:34:06.200,00:34:06.500,00:00:00.300,,,,"SV",,"SV1A",,,,,,"okay",
00:34:06.800,00:34:11.800,00:00:05.000,,,"SV",,"SV1A",,,,,,"I don't know if I should eat these",,
00:34:11.800,00:34:12.700,00:00:00.900,,,"SV",,"SV1A",,,,,,"they're really sour",,
00:34:12.900,00:34:14.300,00:00:01.400,,,,"SV",,"SV1A",,,,,,"like shake them",
00:34:14.600,00:34:16.600,00:00:02.000,,,,"SV",,"SV1A",,,,,,"shake them",
00:34:16.600,00:34:18.000,00:00:01.400,,,,"SV",,"SV1A",,,,,,"okay all right",
00:34:18.100,00:34:20.200,00:00:02.100,,,"SV",,"SV1A",,,,,,"okay don't do that ever again",,
00:34:20.800,00:34:23.800,00:00:03.000,,,,"SV",,"SV1A",,,,,,"just like shake off the sugar stuff okay pause filler",
00:34:23.800,00:34:24.700,00:00:00.900,,,"SV",,"SV1A",,,,,,"but that's sugar",,
00:34:25.300,00:34:25.800,00:00:00.500,,,,"SV",,"SV1A",,,,,,"I don't know",
00:34:25.800,00:34:26.300,00:00:00.500,,,,"SV",,"SV1A",,,,,,"okay so",
00:34:26.300,00:34:28.300,00:00:02.000,,,"SV",,"SV1A",,,,,,"it's not working",,
00:34:29.500,00:34:30.500,00:00:01.000,,,,,,,,,,,,"what you want to do",
00:34:30.600,00:34:33.000,00:00:02.400,,,,,,,,,,,,"do you know what you want to do",
00:34:33.700,00:34:36.700,00:00:03.000,,,,,,,,,,,,"you want to multiply x on each side",
00:34:37.000,00:34:39.800,00:00:02.800,,,,,,,,,,,,"so like write that down",
00:34:42.000,00:34:44.100,00:00:02.100,,,,,,,,,,,,"so write down like times x",
00:34:44.600,00:34:46.000,00:00:01.400,,,"SV",,"SV1A",,,,,,"okay that's disgusting",,
00:34:48.700,00:34:49.400,00:00:00.700,,,,"SV",,"SV1A",,,,,,"Jesus",
00:34:49.800,00:34:49.900,00:00:00.100,,,,,,,,,,,"okay",,
00:34:50.300,00:35:01.000,00:00:10.700,,,,,,,,,,,,"just do like times x times x",
00:35:01.700,00:35:03.600,00:00:01.900,,,,"SV",,"SV1A",,,,,,"wait am I green",
00:35:03.600,00:35:07.500,00:00:03.900,,,"SV",,"SV1A",,,,,,"you're mm-hmm",,
00:35:07.500,00:35:08.000,00:00:00.500,,,,"SV",,"SV1A",,,,,,"wait",
00:35:09.300,00:35:11.100,00:00:01.800,,,,"SV",,"SV1A",,,,,,"yeah here let me make it more green okay",
00:35:11.300,00:35:12.500,00:00:01.200,,,,"SV",,"SV1A",,,,,,"here we go",
00:35:12.500,00:35:17.100,00:00:04.600,,,,,,,,,,,,"times x well times x okay well",
00:35:17.100,00:35:23.700,00:00:06.600,,,,,,,,,,,,"so then well what do you think is going to happen",
00:35:25.000,00:35:25.200,00:00:00.200,,,,,,,,,,,,"done",
00:35:26.100,00:35:31.400,00:00:05.300,,,,,,,,,,,,"and then you multiply x each side",
00:35:33.500,00:35:36.900,00:00:03.400,,,,,,,,,,,"the x on the bottom of the fraction goes away",,
00:35:37.200,00:35:37.800,00:00:00.600,,,,,,,,,,,,"yeah so",
00:35:37.800,00:35:39.200,00:00:01.400,,,,,,,,,,,"and then it's just one",,
00:35:39.700,00:35:41.500,00:00:01.800,,,,,,,,,,,,"yeah and then the other side",
00:35:41.500,00:35:44.700,00:00:03.200,,,,,,,,,,,"one times twenty-five which equals twenty-fivex",,
00:35:46.000,00:35:46.100,00:00:00.100,,,,,,,,,,,,"whoa",
00:35:46.100,00:35:49.500,00:00:03.400,,,,,,,,,,,,"now twenty-five times x",
00:35:49.500,00:35:50.400,00:00:00.900,,,,,,,,,,,"yeah twenty-fivex",,
00:35:52.100,00:35:52.400,00:00:00.300,,,,,,,,,,,,"wait",
00:35:54.400,00:35:57.300,00:00:02.900,,,"SV",,"SV1A",,,,,,"sorry I had a very sour one in my mouth okay",,
00:35:58.700,00:36:00.600,00:00:01.900,,,,,,,,,,,"equals twenty-five x",,
00:36:05.000,00:36:06.100,00:00:01.100,,,,,,,,,,,,"yeah but then",
00:36:06.100,00:36:19.100,00:00:13.000,,,,,,,,,,,,"yeah I think it's that",
00:36:20.100,00:36:28.200,00:00:08.100,,,,,,,,,,,,"no because you want to get x alone",
00:36:28.600,00:36:32.400,00:00:03.800,,,,,,,,,,,,"so maybe if you divide each side",
00:36:33.200,00:36:34.900,00:00:01.700,,,,,,,,,,,,"yeah yeah yeah yeah okay okay okay",
00:36:35.000,00:36:38.200,00:00:03.200,,,,,,,,,,,,"you have to divide each side by twenty-five because then",
00:36:38.300,00:36:43.100,00:00:04.800,,,,,,,,,,,,"x on this side is going to just is going to be",
00:36:43.100,00:36:44.900,00:00:01.800,,,,"SV",,"SV1A",,,,,,"hello it's",
00:36:44.900,00:36:47.400,00:00:02.500,,,"SV",,"SV1A",,,,,,"you can actually read that",,
00:36:47.400,00:36:47.500,00:00:00.100,,,,"SV",,"SV1A",,,,,,"yeah",
00:36:49.700,00:36:50.300,00:00:00.600,,,"SV",,"SV1A",,,,,,"how",,
00:36:54.200,00:36:55.000,00:00:00.800,,,,"SV",,"SV1A",,,,,,"I just can",
00:36:56.500,00:36:59.000,00:00:02.500,,,,,,,,,,,,"but going on okay",
00:37:00.500,00:37:02.100,00:00:01.600,,,,,,,,,,,,"if we divide",
00:37:04.300,00:37:05.500,00:00:01.200,,,"SV",,"SV2B",,,,,,"you're like wow",,
00:37:05.800,00:37:10.100,00:00:04.300,,,"SV",,"SV2A",,,,,,"this is like you're skipping like all over like",,
00:37:10.100,00:37:11.500,00:00:01.400,,,,,,,,,,,"it's going very slow",,
00:37:11.800,00:37:13.200,00:00:01.400,,,,,,,,,,,,"like I'm moving like is it",
00:37:13.200,00:37:16.400,00:00:03.200,,,,,,,,,,,"you move and then it like stops",,
00:37:16.400,00:37:19.700,00:00:03.300,,,,,,,,,,,,"yeah I don't know okay",
00:37:24.700,00:37:26.100,00:00:01.400,,,,"SV",,"SV1A",,,,,,"it's the sour stuff",
00:37:30.900,00:37:34.400,00:00:03.500,,,,"SV",,"SV1A",,,,,,"okay (laughter) in fact it's actually not that sour",
00:37:34.400,00:37:40.300,00:00:05.900,,,,,,,,,,,,"but okay so if we divide each side by twenty-five so because then what will happen to this side",
00:37:40.300,00:37:41.600,00:00:01.300,,,,,,,,,,,,"is it will just be x alone",
00:37:41.600,00:37:43.000,00:00:01.400,,,,,,,,,,,,"and that will be",
00:37:43.000,00:37:44.100,00:00:01.100,,,,,,,,,,,,"what will that be",
00:37:45.700,00:37:46.400,00:00:00.700,,,,,,,,,,,"onex",,
00:37:46.900,00:37:48.000,00:00:01.100,,,,,,,,,,,,"one over twenty-five",
00:37:48.200,00:37:51.300,00:00:03.100,,,,,,,,,,,,"because if we're dividing this by twenty-five",
00:37:51.600,00:37:54.400,00:00:02.800,,,,,,,,,,,,"then it will be one divided by twenty-five which is that",
00:37:54.400,00:37:56.200,00:00:01.800,,,,,,,,,,,,"and then divide that by twenty-five",
00:37:56.400,00:37:58.700,00:00:02.300,,,,,,,,,,,,"and then it's just going to be x alone",
00:37:58.700,00:38:00.800,00:00:02.100,,,,,,,,,,,,"so whatever twenty-five equals x",
00:38:04.300,00:38:05.200,00:00:00.900,,,,"SV",,"SV1A",,,,,,"I have two left",
00:38:05.700,00:38:06.600,00:00:00.900,,,,"SV",,"SV1A",,,,,,"how many do you have left",
00:38:06.600,00:38:08.300,00:00:01.700,,,"SV",,"SV1A",,,,,,"I have no idea",,
00:38:08.300,00:38:12.200,00:00:03.900,,,,,,,,,,,,"(laughter) all right let's go to the next one",
00:38:16.900,00:38:20.100,00:00:03.200,,,,,,,,,,,,"okay I know what you do for this but",
00:38:20.300,00:38:20.900,00:00:00.600,,,,,,,,,,,"I do too",,
00:38:21.100,00:38:21.700,00:00:00.600,,,,,,,,,,,,"what do you do",
00:38:22.000,00:38:23.900,00:00:01.900,,,,,,,,,,,"you have to add them to both sides",,
00:38:23.900,00:38:25.200,00:00:01.300,,,,,,,,,,,"seventeen to both sides",,
00:38:25.600,00:38:27.600,00:00:02.000,,,,,,,,,,,,"okay well do that",
00:38:31.600,00:38:32.300,00:00:00.700,,,"SV",,"SV1A",,,,,,"I'm going to be red",,
00:38:32.300,00:38:33.900,00:00:01.600,,,,"SV",,"SV1A",,,,,,"red well",
00:38:33.900,00:38:36.700,00:00:02.800,,,,"SV",,"SV1A",,,,,,"I think you're supposed to be black",
00:38:37.200,00:38:37.800,00:00:00.600,,,"SV",,"SV1A",,,,,,"who cares",,
00:38:38.100,00:38:38.400,00:00:00.300,,,,"SV",,"SV1A",,,,,,"rebel (laughter)",
00:38:38.500,00:38:41.500,00:00:03.000,,,,,,,,,,,,"just try that",
00:38:41.600,00:38:48.100,00:00:06.500,,,,,,,,,,,,"no no you don't have to multiply",
00:38:48.200,00:38:59.500,00:00:11.300,,,,,,,,,,,,"you just have to add",
00:38:59.500,00:39:05.100,00:00:05.600,,,,,,,,,,,,"like yeah let me show you",
00:39:05.100,00:39:08.200,00:00:03.100,,,,,,,,,,,,"so you add seventeen to this side",
00:39:08.400,00:39:10.400,00:00:02.000,,,,,,,,,,,,"then that will cancel out right",
00:39:10.600,00:39:10.800,00:00:00.200,,,,,,,,,,,"yeah",,
00:39:11.100,00:39:12.000,00:00:00.900,,,,,,,,,,,,"so you can just all right",
00:39:12.500,00:39:15.800,00:00:03.300,,,,,,,,,,,,"and then if you add seventeen to this side",
00:39:15.800,00:39:23.000,00:00:07.200,,,,,,,,,,,,"what's it get us",
00:39:24.200,00:39:24.500,00:00:00.300,,,,,,,,,,,,"eighty",
00:39:24.500,00:39:26.000,00:00:01.500,,,,,,,,,,,"what you said eighty",,
00:39:26.000,00:39:27.100,00:00:01.100,,,,,,,,,,,,"yeah eighty",
00:39:27.100,00:39:35.300,00:00:08.200,,,,,,,,,,,,"so right now it's negative negative three over y",
00:39:35.500,00:39:38.100,00:00:02.600,,,"SV",,"SV1A",,,,,,"did you hear that",,
00:39:38.700,00:39:39.700,00:00:01.000,,,,"SV",,"SV1A",,,,,,"what was that",
00:39:40.400,00:39:41.700,00:00:01.300,,,"SV",,"SV1A",,,,,,"what",,
00:39:41.700,00:39:44.600,00:00:02.900,,,,"SV",,"SV1A",,,,,,"that like like what",
00:39:44.600,00:39:45.200,00:00:00.600,,,"SV",,"SV3C",,,,,,"I just burped",,
00:39:45.500,00:39:48.000,00:00:02.500,,,,"SV",,"SV1A",,,,,,"oh I did not hear that okay",
00:39:48.000,00:39:49.600,00:00:01.600,,,"SV",,"SV1A",,,,,,"okay good",,
00:39:49.700,00:39:51.500,00:00:01.800,,,,,,,,,,,,"so right now negative three",
00:39:51.500,00:39:52.600,00:00:01.100,,,,,,,,,,,,"we're not going to write it",
00:39:52.900,00:39:56.700,00:00:03.800,,,,,,,,,,,,"negative three over y equals pause filler eight",
00:39:56.700,00:39:59.200,00:00:02.500,,,"SV",,"SV1A",,,,,,"I can write with the back of the pen",,
00:39:59.400,00:40:07.100,00:00:07.700,,,,,,,,,,,,"so then what we're supposed to do is multiply",
00:40:07.300,00:40:12.200,00:00:04.900,,,,"SV",,"SV1A",,,,,,"I like this stuff on the bottom",
00:40:12.600,00:40:15.500,00:00:02.900,,,,"SV",,"SV1A",,,,,,"it's like try it",
00:40:15.500,00:40:17.300,00:00:01.800,,,,"SV",,"SV1A",,,,,,"it's like sweet but like sour",
00:40:17.800,00:40:19.100,00:00:01.300,,,"SV",,"SV1A",,,,,,"yeah I don't like sour things",,
00:40:20.300,00:40:21.000,00:00:00.700,,,,"SV",,"SV1A",,,,,,"you don't",
00:40:22.400,00:40:29.200,00:00:06.800,,,,"SV",,"SV1A",,,,,,"it's actually like really good okay",
00:40:29.400,00:40:34.700,00:00:05.300,,,,,,,,,,,,"so if we multiply each side by x then",
00:40:36.100,00:40:40.600,00:00:04.500,,,,,,,,,,,,"what's going to happen",
00:40:40.600,00:40:41.500,00:00:00.900,,,,,,,,,,,"(sfx)",,
00:40:41.500,00:40:45.800,00:00:04.300,,,,,,,,,,,,"so if you multiply negative three over y not by x by y",
00:40:46.100,00:40:49.700,00:00:03.600,,,,,,,,,,,,"if we do negative three over y times y",
00:40:50.000,00:40:52.700,00:00:02.700,,,,,,,,,,,,"what's going to happen",
00:40:53.700,00:40:55.300,00:00:01.600,,,,,,,,,,,,"it's going to be gone",
00:40:55.300,00:40:58.400,00:00:03.100,,,,,,,,,,,,"the y is going to be gone",
00:40:58.400,00:41:00.000,00:00:01.600,,,,,,,,,,,,"it's going to fly away",
00:41:00.000,00:41:01.400,00:00:01.400,,,,,,,,,,,"I was kidding there (laughter)",,
00:41:01.400,00:41:03.100,00:00:01.700,,,,,,,,,,,,"so here write down negative three",
00:41:03.100,00:41:07.300,00:00:04.200,,,,,,,,,,,,"because if we so if we do negative y times negative three over y",
00:41:07.500,00:41:09.600,00:00:02.100,,,,,,,,,,,,"so just write negative three",
00:41:09.700,00:41:14.000,00:00:04.300,,,,,,,,,,,,"and then just write eighty times y",
00:41:14.500,00:41:15.800,00:00:01.300,,,,,,,,,,,,"and then that's our thing",
00:41:16.268,00:41:16.300,00:00:00.032,"TRC",,,,,,,,,,,,
00:41:16.300,00:41:17.280,00:00:00.980,"TRC",,,"SV",,"SV1A",,,,,,"wait no it's not",
00:41:17.280,00:41:17.300,00:00:00.020,"TRC",,,"SV",,"SV1A",,,,,,"wait no it's not",
00:41:17.300,00:41:17.989,00:00:00.689,"TRC",,,"SV",,"SV1A",,,,,,"wait yes it is",
00:41:17.989,00:41:18.000,00:00:00.011,"TRC",,,"SV",,"SV1A",,,,,,"wait yes it is",
00:41:18.000,00:41:18.799,00:00:00.799,"TRC",,,"SV",,"SV1A",,,,,,"wait no it's not",
00:41:18.799,00:41:18.800,00:00:00.001,"TRC",,,"SV",,"SV1A",,,,,,"wait no it's not",
00:41:18.800,00:41:19.700,00:00:00.900,"TRC",,,"SV",,"SV1A",,,,,,"no it's not",
00:41:19.700,00:41:19.710,00:00:00.010,"TRC",,,,,,,,,,,,
00:41:19.778,00:41:19.800,00:00:00.022,"TRC",,,,,,,,,,,,
00:41:19.800,00:41:20.790,00:00:00.990,"TRC",,,"SV",,"SV1A",,,,,,"I got this",
00:41:20.790,00:41:20.800,00:00:00.010,"TRC",,,"SV",,"SV1A",,,,,,"I got this",
00:41:20.800,00:41:22.500,00:00:01.700,"TRC",,,"SV",,"SV1A",,,,,,"okay I was like no it's not",
00:41:22.500,00:41:22.511,00:00:00.011,"TRC",,,,,,,,,,,"it's going to be so",
00:41:22.511,00:41:24.000,00:00:01.489,,,,,,,,,,,,"it's going to be so",
00:41:24.000,00:41:28.000,00:00:04.000,,,,"SV",,"SV1A",,,,,,"right now this is not not the mechanical pencil",
00:41:28.000,00:41:35.900,00:00:07.900,,,,,,,,,,,,"so right now it's negative three equals",
00:41:36.100,00:41:41.400,00:00:05.300,,,,,,,,,,,,"negative three equals eighty eighty x eighty y",
00:41:41.400,00:41:44.700,00:00:03.300,,,,,,,,,,,,"and then what we do is we divide",
00:41:45.100,00:41:47.500,00:00:02.400,,,,,,,,,,,,"if we want to get y alone what do we do",
00:41:49.900,00:41:52.800,00:00:02.900,,,,,,,,,,,"you have to subtract or add",,
00:41:53.000,00:41:56.600,00:00:03.600,,,,,,,,,,,,"no you have to divide",
00:41:57.200,00:41:58.100,00:00:00.900,,,,,,,,,,,"what you said",,
00:41:58.700,00:41:59.100,00:00:00.400,,,,,,,,,,,,"yeah",
00:41:59.400,00:42:05.200,00:00:05.800,,,,,,,,,,,,"so then what we're going to so we have negative three equals eighty pause filler y",
00:42:05.300,00:42:07.700,00:00:02.400,,,,,,,,,,,,"so then we're going to divide by eighty on each side",
00:42:08.200,00:42:14.100,00:00:05.900,,,,,,,,,,,,"and so it's going to be negative pause filler three over eighty",
00:42:14.200,00:42:16.100,00:00:01.900,,,,,,,,,,,,"because if we're dividing that",
00:42:16.100,00:42:19.500,00:00:03.400,,,,,,,,,,,,"and then since we divided the other side by eighty",
00:42:20.100,00:42:23.700,00:00:03.600,,,,,,,,,,,,"it's going to be pause filler it's just going to be y now",
00:42:24.600,00:42:26.700,00:00:02.100,,,,,,,,,,,,"so what's it all equal",
00:42:29.800,00:42:30.700,00:00:00.900,,,,,,,,,,,"you stumped me",,
00:42:31.500,00:42:32.400,00:00:00.900,,,,,,,,,,,,"I stumped you",
00:42:33.300,00:42:34.800,00:00:01.500,,,,,,,,,,,"I have no idea where you are",,
00:42:35.700,00:42:38.300,00:00:02.600,,,,,,,,,,,,"okay let me explain everything we did okay",
00:42:39.300,00:42:41.700,00:00:02.400,,,,,,,,,,,,"just like I don't feel like writing the whole thing again",
00:42:41.700,00:42:43.600,00:00:01.900,,,,,,,,,,,,"but I'll just explain it so",
00:42:43.700,00:42:45.000,00:00:01.300,,,,,,,,,,,"wait hold on are we here",,
00:42:46.100,00:42:48.200,00:00:02.100,,,,,,,,,,,,"here do you want me to just go from the very beginning",
00:42:49.400,00:42:49.800,00:00:00.400,,,,,,,,,,,"no",,
00:42:50.500,00:42:55.300,00:00:04.800,,,,,,,,,,,,"where did you get lost",
00:42:55.700,00:42:58.000,00:00:02.300,,,"SV",,"SV2A",,,,,,"all of the writing",,
00:42:58.300,00:42:59.500,00:00:01.200,,,"SV",,"SV2A",,,,,,"I can't",,
00:42:59.600,00:43:06.200,00:00:06.600,,,,,,,,,,,,"okay so what we did first is we added eighteen to each side",
00:43:06.800,00:43:07.500,00:00:00.700,,,,,,,,,,,,"you know that right",
00:43:08.000,00:43:08.300,00:00:00.300,,,,,,,,,,,"uh-huh",,
00:43:10.000,00:43:13.700,00:00:03.700,,,,,,,,,,,,"so then on the left side we have negative three over y",
00:43:13.700,00:43:16.700,00:00:03.000,,,,,,,,,,,,"and then on the other side we had eighty",
00:43:16.700,00:43:21.100,00:00:04.400,,,,,,,,,,,,"because we added to the seventeen cancelled out yeah",
00:43:21.100,00:43:29.400,00:00:08.300,,,,,,,,,,,,"and then what we did is we divided each side by y yeah",
00:43:29.800,00:43:34.700,00:00:04.900,,,,,,,,,,,,"and then what happened is the negative three over y just became negative three",
00:43:34.700,00:43:38.200,00:00:03.500,,,,,,,,,,,,"and six and eighty became eighty times y",
00:43:38.800,00:43:42.700,00:00:03.900,,,,,,,,,,,,"so at this point it was negative three equals eighty times y",
00:43:43.400,00:43:49.000,00:00:05.600,,,,,,,,,,,,"and then what happened was we divided so we had pause filler",
00:43:49.000,00:43:50.500,00:00:01.500,,,,,,,,,,,,"let me just write this out",
00:43:51.000,00:43:52.400,00:00:01.400,,,,,,,,,,,,"so we had negative three",
00:43:52.400,00:44:00.200,00:00:07.800,,,,,,,,,,,,"since pause filler negative three equals eighty times y",
00:44:01.798,00:44:01.800,00:00:00.002,"TRC",,,,,,,,,,,,
00:44:01.800,00:44:03.300,00:00:01.500,"TRC",,,"SV",,"SV1A",,,,,,"oh my gosh",
00:44:03.300,00:44:03.316,00:00:00.016,"TRC",,,,,,,,,,,,
00:44:04.000,00:44:04.800,00:00:00.800,,,,,,,,,,,,"eighty times y",
00:44:04.800,00:44:07.700,00:00:02.900,,,,,,,,,,,,"let's just pretend that says eighty times y okay",
00:44:08.200,00:44:13.100,00:00:04.900,,,,,,,,,,,,"because we got there because we had multiplied times y on each side",
00:44:13.100,00:44:15.700,00:00:02.600,,,,,,,,,,,,"and it became negative three equals eighty y",
00:44:15.800,00:44:16.700,00:00:00.900,,,,,,,,,,,,"you get that",
00:44:19.700,00:44:20.200,00:00:00.500,,,,,,,,,,,,"you get that",
00:44:20.800,00:44:21.500,00:00:00.700,,,,"SV",,"SV2A",,,,,,"you get that",
00:44:21.700,00:44:22.300,00:00:00.600,,,,"SV",,"SV2A",,,,,,"you get that",
00:44:22.300,00:44:23.200,00:00:00.900,,,,"SV",,"SV2A",,,,,,"you get that",
00:44:24.000,00:44:24.500,00:00:00.500,,,,,,,,,,,"hold up",,
00:44:24.500,00:44:25.700,00:00:01.200,,,,,,,,,,,"go back to eighty times y",,
00:44:25.700,00:44:26.900,00:00:01.200,,,,,,,,,,,"what does it equal",,
00:44:28.500,00:44:30.200,00:00:01.700,,,,,,,,,,,,"we don't do eighty times y",
00:44:30.600,00:44:32.400,00:00:01.800,,,,,,,,,,,,"what we do next is the fourth like",
00:44:32.800,00:44:34.400,00:00:01.600,,,,,,,,,,,,"we want to get y alone",
00:44:34.400,00:44:36.200,00:00:01.800,,,,,,,,,,,,"and right now y is with eighty",
00:44:36.200,00:44:37.500,00:00:01.300,,,,,,,,,,,,"so you have to divide",
00:44:37.700,00:44:43.500,00:00:05.800,,,,,,,,,,,,"if you do eighty if eighty times y if you do eighty times y divided by eight",
00:44:43.500,00:44:45.600,00:00:02.100,,,,,,,,,,,,"it just becomes y",
00:44:45.600,00:44:49.500,00:00:03.900,,,,,,,,,,,,"because the eighty divided eighty just cancels out and then becomes y",
00:44:49.700,00:44:50.800,00:00:01.100,,,,,,,,,,,,"so you get that",
00:44:51.300,00:44:51.800,00:00:00.500,,,,,,,,,,,"yeah",,
00:44:52.400,00:44:56.600,00:00:04.200,,,,,,,,,,,,"yeah so it's just y on the right side",
00:44:56.600,00:45:01.500,00:00:04.900,,,,,,,,,,,,"and then we also have to do pause filler divide eighty on the other side",
00:45:01.500,00:45:03.300,00:00:01.800,,,,,,,,,,,,"so then it's just negative three divided by eighty",
00:45:03.300,00:45:05.100,00:00:01.800,,,,,,,,,,,,"so the final thing do you",
00:45:05.200,00:45:05.900,00:00:00.700,,,,,,,,,,,,"what is it",
00:45:08.500,00:45:10.200,00:00:01.700,,,,,,,,,,,,"negative three over eighty",
00:45:12.599,00:45:12.600,00:00:00.001,"TRC",,,,,,,,,,,,
00:45:12.600,00:45:14.600,00:00:02.000,"TRC",,"SV",,"SV1A",,,,,,"I can't do math that fast",,
00:45:14.600,00:45:14.624,00:00:00.024,"TRC",,,,,,,,,,,"no because like what I just said",
00:45:14.624,00:45:18.300,00:00:03.676,,,,,,,,,,,,"no because like what I just said",
00:45:18.300,00:45:21.000,00:00:02.700,,,,,,,,,,,,"it's negative three over eighty equals y",
00:45:21.000,00:45:24.700,00:00:03.700,,,,"SV",,"SV1A",,,,,,"oh I've been using the wrong side",
00:45:24.900,00:45:27.300,00:00:02.400,,,,"SV",,"SV1A",,,,,,"I was using the other side",
00:45:27.300,00:45:33.100,00:00:05.800,,,,"SV",,"SV1A",,,,,,"I probably looked like an idiot",
00:45:33.100,00:45:40.600,00:00:07.500,,,,,,,,,,,,"okay do you want to go onto the next one",
00:45:40.800,00:45:44.000,00:00:03.200,,,,,,,,,,,,"how do you like get that away (laughter)",
00:45:44.700,00:45:48.100,00:00:03.400,,,,,,,,,,,,"okay do you know what to do now",
