Dyad,Session,Period,Problem,Correctness,Rapport Level,Time_begin,Time_end,P1,P2,DQ_Tutor,DQ_Tutee,SQ_Tutor,SQ_Tutee,KB_Tutor,KB_Tutee,KT_Tutor,KT_Tutee,MC_Tutor,MC_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee,SV_Tutor,SV_Tutee,HD_Tutor,HD_Tutee
11,2,S1 ,,,6,00:02:45.700000,00:02:46.800000,yeah he's great,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:02:46.800000,00:02:53.900000,,(inaudible) all the best well I certainly got all the guys,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:02:55.100000,00:03:00.500000,,I met all of the guys (inaudible),,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:00.500000,00:03:02,,something is going on right now,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:03.600000,00:03:04.800000,,someone just walked in,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:04.800000,00:03:09.900000,,I don't know what that is,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:10,00:03:19.200000,how was your weekend,,,,OSQ,,,,,,,,,,QE,,,,,
11,2,S1 ,,,6,00:03:20.200000,00:03:22.200000,,good it was good,,,,,,,,,,,,,,SD,,,,
11,2,S1 ,,,6,00:03:22.300000,00:03:24,,it was very good,,,,,,,,,,,,,,SD,,,,
11,2,S1 ,,,6,00:03:24,00:03:25.300000,superhot up very nice though,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:25.300000,00:03:29.800000,,it's very hot hot I went to (inaudible) I guess that was what we did,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:29.800000,00:03:31.500000,nice sounds fun,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:03:31.500000,00:03:33.800000,,first time everything went,,,,,,,,,,,,,,QE,,,,
11,2,S1 ,,,6,00:03:34,00:03:37.900000,yeah one summer I got at Season Pass,,,,,,,,,,,,,,SD,,,,,
11,2,S1 ,,,6,00:03:37.900000,00:03:39.800000,I went like eight time that summer,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:03:39.800000,00:03:40.500000,it was insane,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:03:40.600000,00:03:44.800000,,it could be just on like every day,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:03:44.800000,00:03:48.300000,yeah well it was a little bit of a challenge to get right there every day,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:03:49.300000,00:03:55.500000,and sometimes it's pause filler yes it was fun,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:03:56.500000,00:03:58.100000,,did you know it would be,,,,OSQ,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:03:59.100000,00:04:00.800000,it wasn't even that much money,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:04:00.900000,00:04:03.800000,I think it was like sixty dollars or fifty,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:04:03.800000,00:04:06,I think it was sixty,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:04:06,00:04:07,,all Season Pass,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,2,00:04:07,00:04:09.800000,but they're doing it anymore,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:04:09.800000,00:04:12.300000,and I could only use the pass on weekdays though so,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:04:12.300000,00:04:18.300000,,oh on weekends because weekends (inaudible) very,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:04:18.300000,00:04:22.800000,on the weekdays the lines were relatively short,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:04:22.800000,00:04:23.600000,so it was awesome,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:04:24.200000,00:04:33,,well the lines were just overall really short meaning it was going to be on Memorial Day,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,6,00:04:33,00:04:34.400000,that makes sense yeah,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,0,00:04:38.200000,00:04:41.600000,,yeah yup yup yup they had loud noise,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,0,00:04:52.900000,00:05:00.900000,,wait is this mouse no it's not where wait,,,,OSQ,,,,,,,,,,,,,,
11,2,S1 ,,,0,00:05:01.300000,00:05:03.700000,,is this shift control L and pan,,,,OSQ,,,,,,,,,,,,,,
11,2,S1 ,,,0,00:05:03.900000,00:05:05,,what does pan mean,,,,OSQ,,,,,,,,,,,,,,
11,2,S1 ,,,5,00:05:05.300000,00:05:16.600000,,does shift control (inaudible) wait a minute I found you touching these ones,,,,OSQ,,,,,,,,,,,,,,
11,2,S1 ,,,5,00:05:16.800000,00:05:20.800000,,the last time I got curious I ruined everything,,,,,,,,,,,,,,SD,,,,
11,2,S1 ,,,5,00:05:21,00:05:34.300000,,so there we go,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,3,00:07:08.500000,00:07:10.300000,sweet are we going to start,,,,OSQ,,,,,,,,,,,,,,,
11,2,S1 ,,,3,00:07:10.700000,00:07:11.700000,,yup I guess they are,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,3,00:07:11.800000,00:07:15.800000,all righty let's get this started,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,3,00:07:15.900000,00:07:18.900000,,so we are okay all right click,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,3,00:07:19.300000,00:07:24.200000,,all right we got three o seven times x equals forty,,,,,,,,SP,,,,,,,,,,
11,2,S1 ,,,3,00:07:24.500000,00:07:27.700000,,well I guess first thing we would do is pause filler multiply it by seven,,,,,,,,SP,,,,,,,,,,
11,2,S1 ,,,3,00:07:28,00:07:35.500000,,you get three x equals pause filler forty divided or times seven well,,,,,,,,SP,,,,,,,,,,
11,2,S1 ,,,3,00:07:35.500000,00:07:39.400000,,forty time seven pause filler seven times zero is,,,,,,,,SP,,,,,,,,,,
11,2,S1 ,,,0,00:07:39.400000,00:07:40.300000,that's a long way to do it,,,,,,,,,,,,,,,,,,,
11,2,S1 ,,,0,00:07:40.400000,00:07:41.500000,that would be a longer way,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,,,5,00:07:41,00:28:03.400000,,,,,,,,,,,,,,,,,,,,
11,2,T1 ,1,0.0,0,00:07:41.500000,00:09:23.300000,,,,,,,,,,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:07:42.200000,00:07:45.500000,,is pause filler what is four times seven,,,,RS,,,,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:07:45.500000,00:07:50.100000,,it's forty-eight right two hundred eighty there magic,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:07:50.100000,00:07:52.200000,,and then we just divide this by three,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:07:52.500000,00:07:54.300000,and then you get your answer,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:07:54.600000,00:07:57.700000,,and that means x equals pause filler well pause filler,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:07:57.800000,00:08:01.400000,well but we could do it differently,,,,,,,,,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:02.500000,00:08:04.500000,,yeah we could do this like this,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:04.500000,00:08:09.400000,,yeah let's just do it like pause filler thirty-eight and,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:09.400000,00:08:10,one division,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:10.300000,00:08:19,,so zero goes into that zero or twenty-eight pause filler like seven eight or eight time three twenty-four,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:20,00:08:23.700000,,what's nine times three twenty-seven twenty-seven,,,,RS,,,,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:23.700000,00:08:25.400000,,that would be it nine,,,,,,,,SP,,,,,,,,,IDQ,
11,2,T1 ,1,0.0,Na,00:08:25.400000,00:08:27.300000,,and we get twenty-seven,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:27.400000,00:08:28.500000,,so we get ten,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:29.700000,00:08:33.700000,,so we get pause filler plus three right yeah three,,,,CA,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:33.900000,00:08:38.300000,,and then that would be one,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:38.300000,00:08:42,,so it would be nine three by three three three three three equals,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:42.700000,00:08:44.300000,that's what x would equal,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:44.300000,00:08:44.900000,I'm pretty sure,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:44.900000,00:08:48.900000,,I can do three point three three three now,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:48.900000,00:08:50.900000,,let's just say we're up ten all right yeah,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:08:52.600000,00:09:00.700000,good all right for the next one let's just divide both sides by the pause filler the opposite of this,,,,,,,,SP,,,,UL,,,,,,,
11,2,T1 ,1,0.0,Na,00:09:00.700000,00:09:02.200000,so like let's just like,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:09:02.900000,00:09:03.900000,I mean multiply each side,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,Na,00:09:03.900000,00:09:08.300000,so like we'll do fourteen times,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,0,00:09:08.300000,00:09:11.600000,I want to make a dot dot make a dot,,,,,,,,SP,,,,,,,,SV,,,
11,2,T1 ,1,0.0,0,00:09:12.300000,00:09:15.200000,there we go times like eight over three,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,1,0.0,0,00:09:16.200000,00:09:18.200000,,eight over three that's the reciprocal,,,,CA,,,,SP,,,,,,,,,,
11,2,T1 ,1,0.0,0,00:09:18.700000,00:09:22.600000,yeah so that's why you just do the reciprocal of the problem and then,,,,,,ER,,,,,,,,,,,,,
11,2,T1 ,1,0.0,0,00:09:22.600000,00:09:27.100000,,well fourteen time eight over three I don't understand how that would work exactly,,,,,,,,,,MCRO,,,,,,,,
11,2,T1 ,2,0.0,4,00:09:23.500000,00:11:30.600000,,,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,0,00:09:27.600000,00:09:29.800000,well I mean here let's just do this right,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,0,00:09:29.800000,00:09:30.800000,and then we'll just plug,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,0,00:09:30.800000,00:09:32.100000,,oh yeah you mean multiplying,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,0,00:09:32.200000,00:09:33.800000,yeah you multiply not divide,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,0,00:09:33.800000,00:09:34.700000,,yeah okay well you're,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,0,00:09:34.700000,00:09:36.100000,it was a dot it wasn't working though,,,,,,,,SP,,,,,,,,SV,,,
11,2,T1 ,2,0.0,0,00:09:36.100000,00:09:38.200000,,yeah I see you're multiplying,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:09:38.300000,00:09:44.500000,,this is to represent the division okay yeah pause filler well this just getting cross multiplied yet,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:09:44.800000,00:09:49.600000,,so we'll just have to do fourteen time eight fourteen times eight,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:09:49.600000,00:09:54.600000,,so eight times four is twenty-four right takes out yeah no no no,,,,CA,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:09:54.600000,00:09:59.900000,,eight time four is thirty-two and then pause filler two okay three,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:09:59.900000,00:10:01.500000,,so it would be one one,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:10:02.500000,00:10:03.700000,so one hundred and one,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:10:03.700000,00:10:05.400000,,a hundred and twelve,,,,CA,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,2,00:10:05.800000,00:10:08.700000,yeah a hundred and twelve,,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:08.700000,00:10:15.100000,,a hundred twelve over three pause filler equals k and pause filler,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:16,00:10:18.200000,,well we'd simplify that or,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:18.300000,00:10:18.800000,can we,,,,CA,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:19.300000,00:10:23.400000,,I mean I'm sure we can we just have to get it to prime that right,,,,CA,,,,,,,,,,,,,IDQ,
11,2,T1 ,2,0.0,3,00:10:23.400000,00:10:24.200000,that should be the exact,,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:24.200000,00:10:26.700000,,I'm sure we're good yeah and back that to simplify,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:26.700000,00:10:28,,and we can get it so yeah,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:28.500000,00:10:32.900000,yeah wait this three can go into twelve so we four by hundred,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,3,00:10:34.300000,00:10:35,,well no no,,,,,,,,IF,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:35,00:10:41,,let's see if both can be prime factorized pause filler so twelve,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:41,00:10:44.500000,,I mean one one two divided by,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:44.700000,00:10:45.700000,three goes into twelve,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:46.500000,00:10:47.800000,three does not go into a hundred,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:49.800000,00:10:52.600000,,so let's just say that's a (inaudible),,,,,,,,SP,,,,,,,,,IDQ,
11,2,T1 ,2,0.0,4,00:10:52.600000,00:10:56.800000,,I can get it all right oh plus thirteen,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:56.800000,00:10:57.900000,,I think I can see it,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:10:58.200000,00:11:01.200000,remember plus thirteen so what can you do about that,,,,RS,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:01.200000,00:11:02.900000,,yeah subtract the thirteen,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:03,00:11:07.100000,,and then what's forty-four minus thirteen would be pause filler,,,,RS,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:07.100000,00:11:12.200000,,let's just say one thirty-one okay whatever so,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:12.200000,00:11:14.900000,and then let's just multiply the reciprocal of one half,,,,,,,,SP,,,,,,,,,,,IDQ
11,2,T1 ,2,0.0,4,00:11:15.100000,00:11:19.200000,,okay pause filler x equals thirty-one okay,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:19.200000,00:11:20,,so it means,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:20,00:11:22.200000,the reciprocal of that,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:22.300000,00:11:22.300000,,two,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:22.300000,00:11:24.400000,so and let's just move yeah,,,,,,,,,,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:24.500000,00:11:29.500000,,thirteen over one time thirty-one over one,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,2,0.0,4,00:11:31.200000,00:11:34.300000,you just do two times thirty-one,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:11:31.800000,00:12:36.400000,,,,,,,,,,,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:35.700000,00:11:36.400000,,wait no no no,,,,,,,,,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:36.400000,00:11:38.600000,yeah two times thirty-one is our answer,,,,,,,,A,,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:39.400000,00:11:42.300000,,no no on it would be thirty-one divided by two wait no no no oh wait no no,,,,,,,,IF,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:42.300000,00:11:43.200000,,no you're right,,,,,,,,CF,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:43.200000,00:11:43.800000,,yeah you're right,,,,,,,,CF,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:43.800000,00:11:45.300000,yeah x is being divided,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:45.300000,00:11:47.800000,,so you will multiply it yeah,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:47.800000,00:11:51.800000,,pause filler yeah so two times thirty-one is sixty-two sixty-two,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:51.800000,00:11:55.400000,,you have x equals sixty-two,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:55.500000,00:11:59.700000,,I mean I'm not sure pause filler no,,,,,,,,,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:11:59.800000,00:12:00.800000,,just look forward,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:12:01,00:12:03.900000,,thirty-one equals negative sixteen,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,4,00:12:04,00:12:05.900000,,oh I don't have to add sixteen here,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:06.700000,00:12:11.600000,,so pause filler thirty-one plus sixteen is forty-seven,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:11.600000,00:12:14.600000,,forty-seven equals three,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:14.600000,00:12:17.700000,and then just do the reciprocal of that,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:17.800000,00:12:20.400000,,which is equals to half x is one over two,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:20.400000,00:12:25.700000,,so I mean it's forty yeah seven times two,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:25.900000,00:12:27,,it's time two,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:27,00:12:28.400000,no just do forty,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:28.700000,00:12:33.400000,this would be easier forty-seven times six over three the reciprocal,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:33.400000,00:12:34.400000,and just do that problem,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:34.400000,00:12:35.900000,,pause filler because the reciprocal of that I mean yeah,,,,,,ER,,,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:35.900000,00:12:36.800000,,that's what we're doing,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:36.800000,00:12:38.100000,,but it's just times two,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,4,0.0,3,00:12:38.100000,00:12:39.800000,,because six over three is two,,,,,,ER,,,,,,,,,,,,
11,2,T1 ,4,0.0,6,00:12:40.500000,00:12:41.600000,wait why would it be two,,AE,,,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:12:41.600000,00:14:08.900000,,,,,,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:12:41.900000,00:12:43.700000,,because six divided by three equals two,,,,,,ER,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:12:44.400000,00:12:46.900000,okay wait yeah yeah yeah yeah that works,,,,,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:12:46.900000,00:12:47.100000,that works,,,,,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:12:47.100000,00:12:51.300000,,yeah so forty-seven two equals pause filler ninety-four,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:12:51.300000,00:12:57.600000,,ninety-four equals ninety-four to make it one wait no one,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:12:57.600000,00:13:01.200000,yeah I don't understand why they do three over two because I think,,,,,,ER,,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:13:01.200000,00:13:02.300000,,it's not equal,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:13:02.300000,00:13:04.100000,because three I mean three over six,,,,,,ER,,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:13:04.100000,00:13:05.600000,I mean my bad it's not,,,,,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,6,00:13:05.600000,00:13:07,it's almost simple as four,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:07.100000,00:13:10.400000,,it's x equals ninety-four for sure,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:10.500000,00:13:16.600000,,let's say that's right yeah,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:16.600000,00:13:18.100000,,is that correct yeah the,,,,CA,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:18.100000,00:13:19,they don't show me answers,,,,,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:19,00:13:21.500000,but yeah that's how you did the problems correctly,,,,,,,,CF,,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:21.600000,00:13:24,all right remember this is positive,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:24.100000,00:13:25.800000,but that's negative,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:25.800000,00:13:32.300000,,minus forty-eight I can write anything right there wait (inaudible),,,,OSQ,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,4,00:13:32.500000,00:13:38.500000,,let's get rid of that now okay pause filler,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:38.500000,00:13:42,,but I can get rid of that so plus,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:42,00:13:46.100000,,so we have to subtract forty-eight from ninety-seven well forty-seven time forty-eight,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:46.100000,00:13:51.300000,,it's like forty-one I think or forty-nine,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:51.300000,00:13:52.200000,just set it up,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:52.200000,00:13:53.200000,what's eight minus seven,,,,RS,,,,,,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:53.800000,00:13:55.400000,,seven that's forty-eight pause filler,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:13:57,00:14:02.400000,,we have to make those seven fifteen across of that,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:14:02.500000,00:14:03.600000,,so that would be a four,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:14:03.600000,00:14:04.300000,you get nine,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,5,0.0,5,00:14:04.600000,00:14:05.500000,,and yeah it would be nine,,,,,,,,SP,,,,,,,,,IDQ,
11,2,T1 ,5,0.0,5,00:14:05.500000,00:14:06.700000,,so forty-nine that's good,,,,,,,,SP,,,,UL,,,,,,
11,2,T1 ,5,0.0,3,00:14:06.900000,00:14:11.400000,yup forty-nine equals negative twelve over five y,,,,,,,,CF,,,,,,,,,,,
11,2,T1 ,6,0.0,5,00:14:09,00:16:19.100000,,,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,3,00:14:12.700000,00:14:19.800000,and you can wait twelve over five negative twelve over five isn't suppose one and cross multiply then,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,6,0.0,3,00:14:20,00:14:23.200000,I mean yeah just the reciprocal of that,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,6,0.0,3,00:14:23.600000,00:14:37,,yup so then five over twelve forty-nine times five over negative five twelve negative five over twelve pause filler let's see forty-nine times five,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:37.300000,00:14:41.700000,,well let's do this forty-nine five,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:41.700000,00:14:44.900000,,five times nine is forty-five five thirty-four,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:44.900000,00:14:48.300000,,and then that's twenty so twenty wait,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:48.400000,00:14:50.200000,I can't (inaudible),,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:50.200000,00:14:53.300000,,yeah four (inaudible) twenty-four over five two over five,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:53.300000,00:14:54.300000,wait how did you get that again,,AE,,RS,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:54.700000,00:14:57.300000,,because five times nine is forty-five,,,,,,ER,,,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:14:57.400000,00:15:00.600000,,so carry the four and then four times,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:15:00.600000,00:15:07,,because it's twenty and then four because (inaudible) so yeah two four five yup,,,,,,ER,,,,,,,,,,,,
11,2,T1 ,6,0.0,6,00:15:07,00:15:09.900000,okay number seven pause filler I need,,,,,,,,SP,,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:09.900000,00:15:14.600000,,wait negative pause filler I need to fix that negative x equals,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:16.200000,00:15:16.800000,,there we go,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:16.800000,00:15:18.900000,,I'm good okay,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:18.900000,00:15:21.200000,okay (inaudible) hold on make that box bigger,,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:21.700000,00:15:22.500000,,okay so negative,,,,,,,,SP,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:22.500000,00:15:23.400000,here you go,,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:23.900000,00:15:25.200000,so let's do a step by step,,,,,,,,,,,,,,,,,,,
11,2,T1 ,6,0.0,4,00:15:25.200000,00:15:27.800000,remember these are negatives,,,,,,,,SP,,,,,,,,,,,
