"Begin Time - hh:mm:ss.ms","End Time - hh:mm:ss.ms","Duration - hh:mm:ss.ms","default","Experimenter","Experimenter 2","P1","P2"
00:20:25.901,00:20:26.709,00:00:00.808,,,,,"oh yeah so"
00:20:27.509,00:20:32.386,00:00:04.877,,,,"I mean when I add the sixty-five just sixty-one yeah",
00:20:34.192,00:20:36.048,00:00:01.856,,,,,"all right so twenty-five"
00:20:41.046,00:20:41.865,00:00:00.819,,,,"eight-six",
00:20:41.954,00:20:42.274,00:00:00.320,,,,,"yeah"
00:20:56.671,00:20:57.310,00:00:00.639,,,,"okay",
00:20:57.679,00:20:59.205,00:00:01.526,,,,,"oh wait no that's equals"
00:20:59.554,00:21:00.762,00:00:01.208,,,,,"oh my gosh"
00:21:01.360,00:21:01.969,00:00:00.609,,,,,"I'll just"
00:21:21.106,00:21:23.480,00:00:02.374,,,,,"so then you would sub you would oh so how do you add this then"
00:21:23.480,00:21:24.228,00:00:00.748,,,,,"because it's like"
00:21:24.997,00:21:25.476,00:00:00.479,,,,"oh wait",
00:21:25.476,00:21:30.105,00:00:04.629,,,,"so you want to get rid of the wait so now you want to subtract the y right",
00:21:30.105,00:21:32.001,00:00:01.896,,,,"because you only have y on one side",
00:21:32.549,00:21:34.874,00:00:02.325,,,,"and so if you got rid of that y",
00:21:34.874,00:21:37.167,00:00:02.293,,,,"then you would have like a zero so",
00:21:38.925,00:21:45.929,00:00:07.004,,,,,"so would that be negative six over six y then"
00:21:52.657,00:21:52.847,00:00:00.190,,,,"wait",
00:21:52.660,00:21:55.078,00:00:02.418,,,,,"like what is going to get six over seven minus one"
00:21:55.078,00:21:56.844,00:00:01.766,,,,,"because y is one basically"
00:21:57.383,00:22:10.942,00:00:13.559,,,,"well so when you're subtracting that y the y pause filler is really just can be pause filler a negative seven over seven y right",
00:22:10.942,00:22:18.528,00:00:07.586,,,,"so then it would just be a negative thirteen over seven y when you subtract them together",
00:22:18.156,00:22:18.543,00:00:00.387,,,,,"all right"
00:22:26.337,00:22:26.417,00:00:00.080,,,,,"so"
00:22:30.887,00:22:33.142,00:00:02.255,,,,"so then once you have that y",
00:22:47.000,00:22:47.639,00:00:00.639,,,,"you have that",
00:22:47.639,00:22:51.525,00:00:03.886,,,,"and then you just want to multiply it by seven over thirteen",
00:22:53.525,00:22:55.431,00:00:01.906,,,,"mm-hmm that's lovely",
00:22:56.469,00:22:59.140,00:00:02.671,,,,,"so what's eighty-six times seven"
00:23:00.192,00:23:00.861,00:00:00.669,,,,"emm",
00:23:03.433,00:23:07.000,00:00:03.567,,,,"I dont know okay (inaudible) okay eight six times seven two two",
00:23:35.797,00:23:36.772,00:00:00.975,,,,"maybe six hundred and two",
00:23:38.447,00:23:39.091,00:00:00.644,,,,,"all right"
00:23:41.398,00:23:42.478,00:00:01.080,,,,," so six hundred two and then "
00:23:45.913,00:23:50.815,00:00:04.902,,,,,"that is over over negative thirteen "
00:23:47.417,00:23:47.785,00:00:00.368,,,,"divide",
00:23:51.043,00:23:51.435,00:00:00.392,,,,"yeah",
00:23:52.410,00:23:54.036,00:00:01.626,,,,,"I'm just going to go with that you know"
00:23:56.481,00:23:58.537,00:00:02.056,,,,"put a little negative sign then",
00:23:58.650,00:23:59.177,00:00:00.527,,,,"there we go",
00:24:00.539,00:24:01.876,00:00:01.337,,,,,"all right let's move onto the next one"
00:24:03.002,00:24:06.196,00:00:03.194,,,,,"all right so let's just start off by adding a two"
00:24:19.754,00:24:22.374,00:00:02.620,,,,,"so this cancels out then"
00:24:23.355,00:24:23.773,00:00:00.418,,,,"yep",
00:24:29.173,00:24:30.750,00:00:01.577,,,,"and then you just have",
00:24:31.871,00:24:32.656,00:00:00.785,,,,,"one hundred"
00:24:33.276,00:24:33.730,00:00:00.454,,,,"yep {laughter}",
00:24:35.091,00:24:35.478,00:00:00.387,,,,,"so"
00:24:36.407,00:24:36.986,00:00:00.579,,,,"you have",
00:24:38.073,00:24:41.924,00:00:03.851,,,,,"plus ten over third x"
00:24:41.924,00:24:45.776,00:00:03.852,,,,,"and then negative eleven x is left over on the other side"
00:24:46.354,00:24:52.890,00:00:06.536,,,,,"so now you want to add eleven x right"
00:24:53.089,00:24:59.904,00:00:06.815,,,,,"so then would that be if you're adding eleven x would that be"
00:25:06.504,00:25:09.262,00:00:02.758,,,,"pause filler wait if you're adding wait if you're adding elevenx",
00:25:09.701,00:25:13.732,00:00:04.031,,,,,"would that be eleven and then ten over three"
00:25:14.830,00:25:23.470,00:00:08.640,,,,"okay if you're going to do that then on the other side you have zero equals scribble",
00:25:24.578,00:25:32.450,00:00:07.872,,,,"so then you only want you want to have x on one side and the hundred on the other",
00:25:32.769,00:25:36.411,00:00:03.642,,,,"so you don't want to do that",
00:25:36.411,00:25:40.821,00:00:04.410,,,,"you would either have to pause filler put the hundred on the other side or",
00:25:40.821,00:25:44.203,00:00:03.382,,,,"you would have to subtract your ten x (inaudible)",
00:25:50.501,00:25:51.407,00:00:00.906,,,,"do you get that",
00:25:53.173,00:25:54.190,00:00:01.017,,,,,"all right so pause filler"
00:26:00.190,00:26:02.042,00:00:01.852,,,,"so which one would you rather do",
00:26:03.072,00:26:05.235,00:00:02.163,,,,"so you could either subtract a hundred",
00:26:05.694,00:26:08.019,00:00:02.325,,,,"or you could subtract ten x",
00:26:10.004,00:26:14.484,00:00:04.480,,,,"the ten x will probably have less steps in here because you already put a hundred on one side",
00:26:14.680,00:26:15.288,00:00:00.608,,,,,"alright"
00:26:16.257,00:26:17.386,00:00:01.129,,,,,"so subtract ten x"
00:26:28.749,00:26:38.978,00:00:10.229,,,,,"that would be negative twenty-one x equals one hundred plus three"
00:26:40.884,00:26:42.670,00:00:01.786,,,,"wait wait pause filler",
00:26:47.330,00:26:48.655,00:00:01.325,,,,"yeah it looks right",
00:26:49.265,00:26:50.442,00:00:01.177,,,,,"three x or three"
00:26:52.647,00:26:58.228,00:00:05.581,,,,"well you pause filler wait one second sorry",
00:26:58.557,00:26:59.005,00:00:00.448,,,,,"it is okay"
00:27:03.523,00:27:04.032,00:00:00.509,,,,"wait a minute pause filler",
00:27:04.979,00:27:08.900,00:00:03.921,,,,"I'm sorry I like zoned out for a couple second wait",
00:27:08.900,00:27:12.422,00:00:03.522,,,,"so you added the eleven x",
00:27:12.422,00:27:13.698,00:00:01.276,,,,"is that what you ended up doing",
00:27:22.107,00:27:26.840,00:00:04.733,,,,,"pause filler I well then you say that you could subtract ten x from both sides"
00:27:26.840,00:27:28.227,00:00:01.387,,,,"yeah so is that what you did",
00:27:28.386,00:27:28.785,00:00:00.399,,,,,"yeah so"
00:27:28.785,00:27:28.935,00:00:00.150,,,,"okay so",
00:27:28.935,00:27:34.083,00:00:05.148,,,,,"so negative twenty-one x equals one hundred plus three"
00:27:34.083,00:27:34.562,00:00:00.479,,,,"no no no",
00:27:34.562,00:27:39.072,00:00:04.510,,,,"so your question is would it be a negative twenty-one x",
00:27:39.800,00:27:41.945,00:00:02.145,,,,"because you still have to divide it by three",
00:27:41.945,00:27:42.823,00:00:00.878,,,,"so I'm pretty sure it won't",
00:27:43.103,00:27:45.388,00:00:02.285,,,,"but yeah I'm getting confused",
00:27:45.687,00:27:48.131,00:00:02.444,,,,"wait no wait no",
00:27:48.131,00:27:56.442,00:00:08.311,,,,"you can't do that yeah because pause filler yeah you can't put the divided by three thing underneath that because that wouldn't work",
00:27:58.019,00:28:01.531,00:00:03.512,,,,"so ten over three",
00:28:02.628,00:28:03.776,00:00:01.148,,,,,"so you would have to"
00:28:03.776,00:28:12.506,00:00:08.730,,,,"so your negative eleven x because negative eleven is like over one and",
00:28:12.606,00:28:15.140,00:00:02.534,,,,,"wouldn't you multiply it by three x probably"
00:28:16.587,00:28:22.334,00:00:05.747,,,,"well you're not trying to get rid well you're trying to get rid on that side by subtraction not multiplication",
00:28:23.780,00:28:25.067,00:00:01.287,,,,"so what you can do",
00:28:25.067,00:28:25.965,00:00:00.898,,,"how did it go",,
00:28:26.444,00:28:29.697,00:00:03.253,,,,,"It's going good"
00:28:29.697,00:28:33.009,00:00:03.312,,,"cool all right so this is the end of the first tutoring session",,
00:28:33.009,00:28:33.528,00:00:00.519,,,,,"all right"
00:28:33.817,00:28:39.694,00:00:05.877,,,"pause filler we have to test some things out",,
00:28:39.694,00:28:42.518,00:00:02.824,,,"and in to the server pause filler",,
00:28:42.817,00:28:45.671,00:00:02.854,,,"and it would be a few minutes so",,
00:28:45.760,00:28:46.509,00:00:00.749,,,"(inaudible) (laughter) some things",,
00:28:46.678,00:28:48.973,00:00:02.295,,,"so I'll be back in a few minutes pause filler (inaudible)",,
00:28:48.973,00:28:49.332,00:00:00.359,,,,,"okay"
00:28:49.332,00:28:50.769,00:00:01.437,,"(inaudible) this worksheet from you",,,
00:28:50.809,00:28:51.218,00:00:00.409,,,,"okay",
00:28:51.777,00:28:57.703,00:00:05.926,,"all right so now we'll switch things up and (inaudible)",,,
00:28:57.703,00:28:58.342,00:00:00.639,,,,"okay",
00:28:58.342,00:29:01.095,00:00:02.753,,"so before we start I'm just going to pause filler",,,
00:29:01.095,00:29:06.513,00:00:05.418,,"I need to get something set up on hand and (inaudible)",,,
00:29:06.513,00:29:14.495,00:00:07.982,,"all right so I'll be back in a few minutes",,,
00:29:16.451,00:29:24.003,00:00:07.552,,"this is well I'm getting some things ready",,,
00:29:24.263,00:29:31.297,00:00:07.034,,"and you guys can go hang around and talk",,,
00:29:31.297,00:29:33.991,00:00:02.694,,"I'll be right back",,,
00:29:35.128,00:29:35.388,00:00:00.260,,,,,"okay"
00:29:46.484,00:29:47.350,00:00:00.866,,,,,"what did you get"
00:29:48.324,00:29:49.300,00:00:00.976,,,,"Skittles as well",
00:29:49.560,00:29:51.595,00:00:02.035,,,,"I haven't had Skittles in like forever",
00:29:51.766,00:29:52.435,00:00:00.669,,,,,"me neither"
00:30:11.520,00:30:16.398,00:00:04.878,,,,"huh that is somewhat weird on the back it says a blue one is blue raspberry",
00:30:16.664,00:30:18.420,00:00:01.756,,,,"but it doesn't say like blue raspberry",
00:30:18.420,00:30:19.637,00:00:01.217,,,,"it just says raspberry",
00:30:20.787,00:30:24.606,00:00:03.819,,,,,"okay so you know what like those marshmallow Peeps are right"
00:30:23.760,00:30:24.386,00:00:00.626,,,,"mm-hmm",
00:30:24.705,00:30:27.768,00:00:03.063,,,,,"so my mom just buy pause filler Peeps"
00:30:27.768,00:30:30.652,00:00:02.884,,,,,"but they're blue raspberry flavored"
00:30:31.021,00:30:33.116,00:00:02.095,,,,,"and it was really weird"
00:30:34.447,00:30:35.478,00:00:01.031,,,,"it sounds weird",
00:30:38.812,00:30:40.559,00:00:01.747,,,,"I should've known they're flavored Peeps",
00:30:40.559,00:30:42.485,00:00:01.926,,,,"I thought they were just marshmallow flavored",
00:30:42.485,00:30:42.904,00:00:00.419,,,,,"me too (laughter)"
00:30:44.484,00:30:45.331,00:00:00.847,,,,"and sugar on top",
00:30:48.851,00:30:54.198,00:00:05.347,,,,,"so until now I mean they have them for Easter Christmas Halloween every holiday basically"
00:31:34.810,00:31:36.613,00:00:01.803,,,,,"these are probably my new favorite type of Skittles"
00:31:37.429,00:31:38.917,00:00:01.488,,,,"I don't really like the new green ones",
00:31:41.745,00:31:42.434,00:00:00.689,,,,,"melon berry"
00:31:42.434,00:31:42.563,00:00:00.129,,,,"I know",
00:31:45.852,00:31:48.018,00:00:02.166,,,,"okay come on see what flavor just we got to try",
00:31:52.846,00:31:53.625,00:00:00.779,,,,"there's a red one",
00:32:24.361,00:32:26.617,00:00:02.256,,,,,"so would you want to go to college here"
00:32:27.614,00:32:29.288,00:00:01.674,,,,"pause filler I mean I think so",
00:32:29.417,00:32:34.012,00:00:04.595,,,,"I don't know because there's like I mean it's a nice school",
00:32:37.736,00:32:38.877,00:00:01.141,,,,"so yeah I'm not actually sure",
00:32:39.331,00:32:41.147,00:00:01.816,,,,"like I'm not actually sure what I want to major in I guess so",
00:32:42.778,00:32:45.073,00:00:02.295,,,,,"you don't have any idea what you want to be when you grow up"
00:32:47.561,00:32:49.277,00:00:01.716,,,,"somewhat but not really",
00:32:50.475,00:32:51.702,00:00:01.227,,,,,"what is your somewhat idea"
00:32:52.331,00:32:53.220,00:00:00.889,,,,"I don't know",
00:32:54.122,00:32:58.412,00:00:04.290,,,,"maybe I'm thinking maybe I'd be like a computer scientist or something like that-ish",
00:32:59.196,00:33:00.202,00:00:01.006,,,,"you know I like computers",
00:33:00.467,00:33:01.754,00:00:01.287,,,,,"that's cool"
00:33:02.144,00:33:03.461,00:00:01.317,,,,"what about you",
00:33:04.300,00:33:09.671,00:00:05.371,,,,,"well as I told you last week I'm really into like theater and stuff"
00:33:10.122,00:33:10.967,00:00:00.845,,,,,"and I do musical theater"
00:33:10.967,00:33:12.945,00:00:01.978,,,,,"and I do shows and everything"
00:33:14.529,00:33:16.644,00:00:02.115,,,,,"and CMU is probably like one of the"
00:33:16.644,00:33:17.203,00:00:00.559,,,,"yeah",
00:33:17.203,00:33:19.827,00:00:02.624,,,,,"it's one of the best like stuff for theater in the country"
00:33:20.795,00:33:23.888,00:00:03.093,,,,,"so this is like my dream school to go here for that"
00:33:25.584,00:33:28.886,00:00:03.302,,,,"oh yeah yeah it's sort of weird because",
00:33:28.886,00:33:37.457,00:00:08.571,,,,"you don't really because you know pause filler this school it's like has a really good computer science and theater thing",
00:33:37.457,00:33:39.343,00:00:01.886,,,,"which is sort of a weird combination",
00:33:39.552,00:33:40.021,00:00:00.469,,,,,"yeah"
00:33:46.766,00:33:49.370,00:00:02.604,,,,,"the purple I don't know if I really like the purple ones"
00:33:50.118,00:33:50.585,00:00:00.467,,,,"let's see",
00:33:52.563,00:33:53.698,00:00:01.135,,,,"the red ones are okay",
00:33:54.000,00:33:54.917,00:00:00.917,,,,"I don't really like the green ones",
00:33:54.917,00:33:56.603,00:00:01.686,,,,"I haven't tried the purple ones yet",
00:33:58.150,00:33:58.409,00:00:00.259,,,,,"heh"
00:34:04.725,00:34:08.484,00:00:03.759,,,,"like the ones are like best so far are the blue ones I think you know",
00:34:34.380,00:34:35.876,00:00:01.496,,,,"I like the purple ones they're the best",
00:34:53.974,00:34:56.189,00:00:02.215,,,,,"all of these kind of remind me of a holiday"
00:34:56.966,00:34:57.465,00:00:00.499,,,,"really",
00:34:58.034,00:34:59.361,00:00:01.327,,,,,"I know it's kind of weird to say"
00:34:59.361,00:35:01.286,00:00:01.925,,,,,"but the blue ones kind of remind me of Easter"
00:35:03.350,00:35:05.815,00:00:02.465,,,,,"and the red ones remind me of the Valentine's day just like the taste"
00:35:05.944,00:35:07.656,00:00:01.712,,,,,"and the purple ones remind me Christmas"
00:35:10.427,00:35:12.000,00:00:01.573,,,,"the purple ones feel sort of summery",
00:35:30.800,00:35:31.268,00:00:00.468,,,"(inaudible)",,
00:35:32.797,00:35:36.987,00:00:04.190,,,"we're going to start",,
00:35:34.367,00:35:36.643,00:00:02.276,,,,"I (inaudible) the purple ones would have to taste like the fourth of July",
00:35:37.566,00:35:37.895,00:00:00.329,,,,"huh",
00:35:37.935,00:35:38.224,00:00:00.289,,,,"yes",
00:35:38.384,00:35:47.513,00:00:09.129,,"okay (inaudible) and you have twenty minutes to work through as many problems as you can",,,
00:35:47.513,00:35:51.933,00:00:04.420,,"there's no pressure if you can solve (inaudible)",,,
00:36:08.428,00:36:10.072,00:00:01.644,,,,,"all right so"
00:36:11.656,00:36:13.190,00:00:01.534,,,,,"first you are going to"
00:36:13.625,00:36:15.318,00:00:01.693,,,,"one second I don't have that thing up",
00:36:15.559,00:36:16.866,00:00:01.307,,,,"are you in Chrome",
00:36:16.866,00:36:18.222,00:00:01.356,,,,"is that it",
00:36:21.582,00:36:23.110,00:00:01.528,,,,"are you in Chrome for the browser",
00:36:24.806,00:36:27.021,00:00:02.215,,,,,"pause filler I'm not sure"
00:36:28.509,00:36:29.104,00:00:00.595,,,,"one sec",
00:36:30.024,00:36:31.082,00:00:01.058,,,,"oh yeah you are",
00:36:31.132,00:36:32.767,00:00:01.635,,,,"but one second let me open up",
00:36:36.907,00:36:37.754,00:00:00.847,,,,"so you're on",
00:36:39.564,00:36:40.468,00:00:00.904,,,,,"where did the pen go"
00:36:42.128,00:36:42.516,00:00:00.388,,,,,"what the heck"
00:36:44.402,00:36:48.283,00:00:03.881,,,,"is your thing set up as one over x equals twenty-five",
00:36:49.171,00:36:49.411,00:00:00.240,,,,,"yes"
00:36:50.459,00:36:50.628,00:00:00.169,,,,"okay",
00:36:51.628,00:36:52.514,00:00:00.886,,,,,"oh my gosh"
00:36:52.514,00:36:53.482,00:00:00.968,,,,,"where did the pen go"
00:36:56.136,00:36:57.482,00:00:01.346,,,,,"I swear I'm going insane"
00:36:57.816,00:36:58.171,00:00:00.355,,,,,"one second"
00:37:45.082,00:37:45.658,00:00:00.576,,,,"did you find it",
00:37:46.110,00:37:46.576,00:00:00.466,,,,,"yeah"
00:37:47.153,00:37:47.864,00:00:00.711,,,,"what was it",
00:37:49.426,00:37:50.063,00:00:00.637,,,,,"he had the pen"
00:37:50.063,00:37:51.714,00:00:01.651,,,,,"he certainly grabbed it"
00:37:53.491,00:37:53.932,00:00:00.441,,,,,"all right"
00:37:55.061,00:37:55.270,00:00:00.209,,,,"okay",
00:37:55.258,00:37:55.601,00:00:00.343,,,,,"so"
00:38:00.104,00:38:01.349,00:00:01.245,,,,,"now do you know how to do this"
00:38:01.349,00:38:04.510,00:00:03.161,,,,,"we're going to start off by multiplying by x on both sides"
00:38:05.411,00:38:05.957,00:00:00.546,,,,"okay",
00:38:06.146,00:38:06.539,00:00:00.393,,,,"so",
00:38:10.674,00:38:12.601,00:00:01.927,,,,"you multiply by x on the scribble",
00:38:14.000,00:38:16.553,00:00:02.553,,,,,"well actually never mind"
00:38:17.082,00:38:17.930,00:00:00.848,,,,,"that was wrong"
00:38:18.043,00:38:18.601,00:00:00.558,,,,,"wait"
00:38:21.130,00:38:22.938,00:00:01.808,,,,," I'm looking at the tutor worksheet"
00:38:33.105,00:38:35.600,00:00:02.495,,,,,"yeah you do multiply both sides by x okay"
00:38:35.816,00:38:36.668,00:00:00.852,,,,"okay so",
00:38:38.784,00:38:40.533,00:00:01.749,,,," and so you multiply that by x",
00:38:42.274,00:38:46.605,00:00:04.331,,,,"then you get one x over x",
00:38:46.654,00:38:48.021,00:00:01.367,,,,"so that could be one",
00:38:48.021,00:38:50.955,00:00:02.934,,,,,"oh yeah that would just be one no x on this side"
00:38:50.955,00:38:52.820,00:00:01.865,,,,,"after you multiply on this side"
00:38:52.820,00:38:54.048,00:00:01.228,,,,,"after you multiply it by x"
00:38:55.846,00:38:56.570,00:00:00.724,,,,,"it pause filler it cancels out the x"
00:38:56.570,00:38:59.116,00:00:02.546,,,,,"so then that would be twenty-five x"
00:38:59.791,00:39:00.147,00:00:00.356,,,,"yeah",
00:39:01.533,00:39:01.865,00:00:00.332,,,," so",
00:39:02.565,00:39:05.289,00:00:02.724,,,,," then you divide it by twenty-five on both sides"
00:39:07.128,00:39:07.487,00:00:00.359,,,,"okay",
00:39:15.220,00:39:21.256,00:00:06.036,,,,"okay so then you have x equals one over twenty-five",
00:39:38.546,00:39:40.711,00:00:02.165,,,,,"all right oh you all right okay"
00:39:43.605,00:39:47.626,00:00:04.021,,,,,"so you want to start off by adding seventeen"
00:39:47.626,00:39:48.663,00:00:01.037,,,,,"now what do you do next"
00:39:48.663,00:39:51.208,00:00:02.545,,,,,"you add a number to the sides"
00:39:51.208,00:39:53.672,00:00:02.464,,,,"okay pause filler okay yeah it makes sense",
00:39:53.672,00:39:55.817,00:00:02.145,,,,"so you just add the seventeen",
00:39:59.649,00:40:02.372,00:00:02.723,,,,"and then you would get eighty",
00:40:02.372,00:40:06.663,00:00:04.291,,,,,"yeah so negative three over y equals eighty"
00:40:11.761,00:40:14.744,00:00:02.983,,,,,"now you want to multiply it by y on both sides"
00:40:14.874,00:40:24.502,00:00:09.628,,,,"okay so one pause filler negative three equals eighty-y",
00:40:25.560,00:40:30.598,00:00:05.038,,,,"this you would want to divide it by y",
00:40:34.900,00:40:36.575,00:00:01.675,,,,"no you would want to divide it by",
00:40:36.575,00:40:37.951,00:00:01.376,,,,"no you would want to divide by",
00:40:37.951,00:40:38.351,00:00:00.400,,,,,"eighty"
00:40:38.750,00:40:39.288,00:00:00.538,,,,"eighty",
00:40:46.815,00:40:52.820,00:00:06.005,,,,"so then you would get y equals negative three over eighty",
00:40:53.037,00:40:57.527,00:00:04.490,,,,"that must be okay that was this is beautiful okay",
00:41:02.545,00:41:03.606,00:00:01.061,,,,"okay next",
00:41:03.615,00:41:04.394,00:00:00.779,,,,,"all right"
00:41:06.331,00:41:09.656,00:00:03.325,,,,,"so two hundred ten equals negative fourteen over y"
00:41:09.659,00:41:11.330,00:00:01.671,,,,,"what do you think your first step is going to be"
00:41:12.762,00:41:15.646,00:00:02.884,,,,"pause filler so you multiply it by y yeah",
00:41:17.846,00:41:19.557,00:00:01.711,,,,,"so that cancels that out on this side"
00:41:19.707,00:41:22.131,00:00:02.424,,,,,"and then you can equal two hundred ten"
00:41:22.131,00:41:23.887,00:00:01.756,,,,"so you got negative yes",
00:41:23.887,00:41:31.767,00:00:07.880,,,,"and then you get two hundred and ten y equals negative fourteen",
00:41:32.976,00:41:40.263,00:00:07.287,,,,"okay so after you do that you pause filler want to divide everything by twenty-five",
00:41:42.680,00:41:43.545,00:00:00.865,,,,,"yeah so you"
00:41:50.558,00:41:52.828,00:00:02.270,,,,," so you're left with y on one side"
00:41:54.288,00:41:56.526,00:00:02.238,,,,,"because the two hundred ten is canceled out"
00:41:57.294,00:41:57.846,00:00:00.552,,,,"mm-hmm",
00:42:00.276,00:42:01.159,00:00:00.883,,,,"you're both uh-huh ",
00:42:04.889,00:42:06.411,00:00:01.522,,,," wait seven ",
00:42:16.908,00:42:18.086,00:00:01.178,,,,"that looks good",
00:42:20.558,00:42:21.558,00:00:01.000,,,,"okay so",
00:42:23.300,00:42:24.153,00:00:00.853,,,,"this one",
00:42:24.515,00:42:26.625,00:00:02.110,,,,,"you want to start off by adding twenty-four to both sides"
00:42:34.503,00:42:35.215,00:00:00.712,,,,"and then",
00:42:37.798,00:42:44.220,00:00:06.422,,,,"one hundred thirty-seven equals five over x",
00:42:47.220,00:42:50.231,00:00:03.011,,,,"and then like the other ones you would want to multiply it by x",
00:42:50.570,00:42:51.099,00:00:00.529,,,,,"correct"
00:42:54.288,00:43:01.607,00:00:07.319,,,,"and one hundred thirty-seven x equals five ",
00:43:05.294,00:43:06.754,00:00:01.460,,,,"divided by hundred thirty-seven",
00:43:07.513,00:43:07.872,00:00:00.359,,,,,"perfect"
00:43:10.036,00:43:10.496,00:00:00.460,,,,"yep",
00:43:11.907,00:43:13.122,00:00:01.215,,,,"x equals ",
00:43:16.497,00:43:17.061,00:00:00.564,,,,"ah",
00:43:18.264,00:43:21.331,00:00:03.067,,,,"one hundred thirty-seven yeah",
00:43:29.036,00:43:29.588,00:00:00.552,,,,,"you got it"
00:43:30.171,00:43:31.466,00:00:01.295,,,,"yeah okay",
00:43:32.373,00:43:33.336,00:00:00.963,,,,"next one",
00:43:35.429,00:43:35.987,00:00:00.558,,,,,"yup"
00:43:36.915,00:43:37.479,00:00:00.564,,,,"brah",
00:43:39.270,00:43:39.613,00:00:00.343,,,,"yeah",
00:43:39.806,00:43:41.722,00:00:01.916,,,,,"all right oh so this is different"
00:43:42.722,00:43:43.271,00:00:00.549,,,,"yeah",
00:43:43.000,00:43:46.713,00:00:03.713,,,,,"so you negative thirty-nine is smaller"
00:43:46.713,00:43:50.000,00:00:03.287,,,,,"so you probably want to start off by adding thirty-nine to both sides"
00:43:53.135,00:43:53.785,00:00:00.650,,,,"ah",
00:43:54.012,00:43:54.896,00:00:00.884,,,,"well what if",
00:43:57.010,00:43:58.027,00:00:01.017,,,," yeah it makes sense",
00:44:05.131,00:44:10.759,00:00:05.628,,,,,"so remember that seventeen over x and twelve over x are like terms"
00:44:11.188,00:44:17.743,00:00:06.555,,,,,"so you probably want to subtract twelve x from both sides"
00:44:18.581,00:44:20.885,00:00:02.304,,,,"yeah okay one second",
00:44:20.885,00:44:22.452,00:00:01.567,,,,"let me just get this up",
00:44:22.452,00:44:27.720,00:00:05.268,,,,"equals twelve x or soon not to be twelve x",
00:44:27.810,00:44:33.676,00:00:05.866,,,,"oh it's twenty-one (inaudible) eighteen eighteen",
00:44:36.742,00:44:45.264,00:00:08.522,,,,"we can subtract that to get pause filler five over x equals eighteen",
00:44:46.198,00:44:47.086,00:00:00.888,,,,,"all right yup"
00:44:47.086,00:44:56.495,00:00:09.409,,,,"multiply it by x to get five pause filler equals eighteen x",
00:44:56.495,00:45:05.055,00:00:08.560,,,,"and we can divide by eighteen to get on with over here pause filler",
00:45:06.711,00:45:10.962,00:00:04.251,,,,"five over eighteen equals x",
00:45:15.214,00:45:16.788,00:00:01.574,,,,"that's so sloppy",
00:45:16.938,00:45:17.357,00:00:00.419,,,,"and x",
00:45:18.680,00:45:19.784,00:00:01.104,,,,"and next",
00:45:21.109,00:45:23.208,00:00:02.099,,,,,"all right so this one is very similar"
00:45:24.700,00:45:25.903,00:00:01.203,,,,,"so negative nine and two are smaller"
00:45:26.122,00:45:27.472,00:00:01.350,,,,,"so what would you do with that"
00:45:29.000,00:45:32.588,00:00:03.588,,,,"pause filler so you would want to you want to add it",
00:45:38.579,00:45:42.264,00:00:03.685,,,,"and you get plus another ninety-two",
00:45:45.264,00:46:00.719,00:00:15.455,,,,"okay pause filler then you have three x equals pause filler a hundred and three plus twelve x",
00:46:01.048,00:46:03.700,00:00:02.652,,,,"and then you want to subtract with twelve x",
00:46:04.510,00:46:06.326,00:00:01.816,,,,"get rid of that until (inaudible)",
00:46:06.326,00:46:08.541,00:00:02.215,,,,,"well twelve over x remember"
00:46:08.960,00:46:10.037,00:00:01.077,,,,"oh yeah (laughter)",
00:46:10.297,00:46:13.240,00:00:02.943,,,,,"but it's okay you still subtract"
00:46:13.400,00:46:13.689,00:00:00.289,,,,"here",
00:46:13.689,00:46:18.688,00:00:04.999,,,,,"but you should subtract pause filler three x right three over x first"
00:46:19.466,00:46:20.973,00:00:01.507,,,,"you did that one",
00:46:20.973,00:46:27.089,00:00:06.116,,,,"it could be a zero equals a hundred three plus fifteen x",
00:46:29.089,00:46:34.093,00:00:05.004,,,,,"no because if you're subtracting pause filler three over x on from twelve"
00:46:34.502,00:46:40.528,00:00:06.026,,,,,"then it would be pause filler nine over x like one hundred three"
00:46:40.528,00:46:44.679,00:00:04.151,,,,"pause filler yeah one second yeah",
00:46:44.998,00:46:47.712,00:00:02.714,,,,,"oh well actually right you're right sorry"
00:46:47.712,00:46:48.650,00:00:00.938,,,,"okay",
00:46:48.650,00:46:49.827,00:00:01.177,,,,,"so you would subtract twelve x"
00:46:49.827,00:46:53.139,00:00:03.312,,,,,"because three x is on the other equal side of the"
00:46:53.139,00:46:59.126,00:00:05.987,,,,"okay so minus twelve x",
00:47:03.637,00:47:05.570,00:00:01.933,,,,"yeah that's a beautiful x (laughter)",
00:47:07.497,00:47:14.730,00:00:07.233,,,,"so then you know being negative nine yeah negative yeah twelve over x",
00:47:14.730,00:47:21.315,00:00:06.585,,,,"and we got negative nine x equals a hundred and three",
00:47:26.000,00:47:26.926,00:00:00.926,,,,"that makes sense",
00:47:28.010,00:47:29.367,00:00:01.357,,,,"okay and then",
00:47:29.368,00:47:30.276,00:00:00.908,,,,,"you divide by"
00:47:35.975,00:47:37.398,00:00:01.423,,,,,"well you so you multiply I mean"
00:47:40.601,00:47:43.816,00:00:03.215,,,,"I guess you could divide right",
00:47:44.889,00:47:45.515,00:00:00.626,,,,"maybe",
