,Dyad,Session,Temps de départ - hh:mm:ss.ms,temps de fin - hh:mm:ss.ms,Durée - hh:mm:ss.ms,P1,P2
339,7,1,00:21:34.600,00:21:37.400,00:00:02.800,,so add eighteen and then
340,7,1,00:21:37.400,00:21:45.700,00:00:08.300,I'm going to replace this because this makes no sense (sfx) (laughter),
341,7,1,00:21:45.700,00:21:50.700,00:00:05.000,,you just erased the problem (laughter)
342,7,1,00:21:50.700,00:21:51.200,00:00:00.500,ops,
343,7,1,00:21:51.300,00:21:52.200,00:00:00.900,,there you go
344,7,1,00:21:52.200,00:21:52.500,00:00:00.300,,oh no
345,7,1,00:21:52.500,00:21:55.100,00:00:02.600,,that's because I wrote on it
346,7,1,00:21:55.100,00:21:56.200,00:00:01.100,,and you probably yeah
347,7,1,00:21:56.200,00:21:56.700,00:00:00.500,,oh gosh
348,7,1,00:21:58.500,00:21:59.400,00:00:00.900,,just like undo it
349,7,1,00:22:01.200,00:22:03.000,00:00:01.800,,there we are okay
350,7,1,00:22:03.100,00:22:03.900,00:00:00.800,ah,
351,7,1,00:22:04.100,00:22:09.900,00:00:05.800,,so are we trying to so how do you get the negative nine to a nine a positive
352,7,1,00:22:10.500,00:22:13.600,00:00:03.100,,so you add eighteen wait because that would get you there
353,7,1,00:22:13.600,00:22:16.145,00:00:02.545,no you have to keep the nine,
354,7,1,00:22:16.652,00:22:20.913,00:00:04.261,so just do nine plus thirteen,
355,7,1,00:22:21.300,00:22:21.700,00:00:00.400,,negative nine
356,7,1,00:22:22.100,00:22:23.400,00:00:01.300,no positive nine,
357,7,1,00:22:23.700,00:22:25.200,00:00:01.500,,but this is a negative nine
358,7,1,00:22:25.200,00:22:25.600,00:00:00.400,,what do you mean
359,7,1,00:22:25.600,00:22:29.600,00:00:04.000,yeah just I think don't you add it,
360,7,1,00:22:29.800,00:22:33.600,00:00:03.800,,I think you add nine because then that will cancel out like positive and
361,7,1,00:22:33.600,00:22:34.100,00:00:00.500,yeah add it,
362,7,1,00:22:34.100,00:22:36.100,00:00:02.000,,so then that would be zero and so then
363,7,1,00:22:37.500,00:22:38.811,00:00:01.311,no really,
364,7,1,00:22:38.500,00:22:44.300,00:00:05.800,,yeah because if you add negative nine and then a positive nine like they cancel out
365,7,1,00:22:44.300,00:22:46.800,00:00:02.500,,and just equal zero I think
366,7,1,00:22:47.700,00:22:50.000,00:00:02.300,maybe well I know so,
367,7,1,00:22:50.000,00:22:52.000,00:00:02.000,,(inaudible) and then you add listen
368,7,1,00:22:52.000,00:22:54.900,00:00:02.900,,and then if you do one thing to one side you have to do it to the other
369,7,1,00:22:54.900,00:22:56.700,00:00:01.800,,so you have to add nine to the side I think
370,7,1,00:22:59.500,00:23:03.000,00:00:03.500,yeah you have to add nine to both sides,
371,7,1,00:23:03.000,00:23:03.500,00:00:00.500,,yeah
372,7,1,00:23:03.800,00:23:10.900,00:00:07.100,and then you get the pause filler variable and the number together,
373,7,1,00:23:11.100,00:23:13.100,00:00:02.000,and then it has one number on the other side,
374,7,1,00:23:13.900,00:23:16.900,00:00:03.000,,so this is fifty and then this is
375,7,1,00:23:17.029,00:23:17.130,00:00:00.101,good,
376,7,1,00:23:17.507,00:23:18.600,00:00:01.093,oh my gosh,
377,7,1,00:23:18.600,00:23:19.800,00:00:01.200,okay I get it,
378,7,1,00:23:19.800,00:23:20.500,00:00:00.700,I get it,
379,7,1,00:23:20.500,00:23:25.200,00:00:04.700,okay so what you want to do is so you cancel out that nine,
380,7,1,00:23:25.200,00:23:29.200,00:00:04.000,and then you add that nine where you got it,
381,7,1,00:23:29.200,00:23:30.400,00:00:01.200,,so then forty-nine right
382,7,1,00:23:31.121,00:23:34.300,00:00:03.179,no you add it to thirteen and forty-one,
383,7,1,00:23:34.800,00:23:38.333,00:00:03.533,,wait so you add the nine to the thirteen and then negative nine and forty-one
384,7,1,00:23:38.800,00:23:39.200,00:00:00.400,yeah,
385,7,1,00:23:39.900,00:23:40.600,00:00:00.700,,okay
386,7,1,00:23:41.400,00:23:43.800,00:00:02.400,so you want to add it to both sides,
387,7,1,00:23:45.300,00:23:49.300,00:00:04.000,,but like but thirteen p is on the same side as negative nine
388,7,1,00:23:50.000,00:23:50.900,00:00:00.900,well that's separate,
389,7,1,00:23:50.900,00:23:52.200,00:00:01.300,that's like separate somehow,
390,7,1,00:23:54.707,00:23:57.565,00:00:02.858,okay but like the paper says that it's separate,
391,7,1,00:23:57.565,00:23:59.600,00:00:02.035,I don't know how,
392,7,1,00:23:59.600,00:24:00.900,00:00:01.300,confusing okay,
393,7,1,00:24:05.505,00:24:07.400,00:00:01.895,,all right what does the paper say
394,7,1,00:24:08.300,00:24:10.282,00:00:01.982,,so the I don't know
395,7,1,00:24:09.800,00:24:12.000,00:00:02.200,it's not the exact answer to that so,
396,7,1,00:24:12.000,00:24:12.800,00:00:00.800,,well yeah
397,7,1,00:24:13.200,00:24:15.100,00:00:01.900,it's a different equation,
398,7,1,00:24:15.700,00:24:19.800,00:00:04.100,so what I'm doing is I'm just switching up the numbers and variable,
399,7,1,00:24:20.400,00:24:29.300,00:00:08.900,okay so what it says to do here is so you got thirteen p equals fifty,
400,7,1,00:24:30.200,00:24:33.600,00:00:03.400,so that is probably correct,
401,7,1,00:24:34.000,00:24:34.800,00:00:00.800,I have no idea,
402,7,1,00:24:34.800,00:24:38.600,00:00:03.800,,yeah but do we have to do we have to simplify it down to one p
403,7,1,00:24:39.800,00:24:42.200,00:00:02.400,no not yet,
404,7,1,00:24:42.200,00:24:45.400,00:00:03.200,okay so then you want to divide,
405,7,1,00:24:45.600,00:24:45.800,00:00:00.200,,oh
406,7,1,00:24:45.800,00:24:50.000,00:00:04.200,thirteen divided b thirteen divide and then,
407,7,1,00:24:50.000,00:24:52.400,00:00:02.400,,and then fifty divided by thirteen
408,7,1,00:24:52.400,00:24:52.600,00:00:00.200,no,
409,7,1,00:24:53.400,00:24:56.500,00:00:03.100,you want to divide well yeah technically,
410,7,1,00:24:57.797,00:24:58.222,00:00:00.425,,okay
411,7,1,00:24:58.939,00:25:03.600,00:00:04.661,and that equals pause filler the p equals whatever,
412,7,1,00:25:03.800,00:25:12.500,00:00:08.700,,fifteen divided by thirteen is right so because if you do or now we do thirteen p divided thirteen which is p
413,7,1,00:25:13.500,00:25:14.200,00:00:00.700,,I think yeah
414,7,1,00:25:14.600,00:25:17.000,00:00:02.400,,and then fifty divided by thirteen
415,7,1,00:25:17.000,00:25:19.403,00:00:02.403,,so we can probably just write that as a fraction right
416,7,1,00:25:19.888,00:25:20.929,00:00:01.041,no you can't,
417,7,1,00:25:21.403,00:25:21.505,00:00:00.102,,no
418,7,1,00:25:22.242,00:25:22.343,00:00:00.101,no,
419,7,1,00:25:22.848,00:25:25.545,00:00:02.697,,oh gosh okay (laughter)
420,7,1,00:25:24.626,00:25:26.030,00:00:01.404,you have to divide,
421,7,1,00:25:26.232,00:25:34.979,00:00:08.747,,oh yeah okay so thirteen and then fifty
422,7,1,00:25:36.111,00:25:37.909,00:00:01.798,,so what's the
423,7,1,00:25:36.800,00:25:39.900,00:00:03.100,I think you should do the thinner pencil,
424,7,1,00:25:41.070,00:25:43.171,00:00:02.101,,but you can do that
425,7,1,00:25:42.200,00:25:43.393,00:00:01.193,yeah so you,
426,7,1,00:25:43.171,00:25:43.400,00:00:00.229,,how
427,7,1,00:25:43.400,00:25:49.600,00:00:06.200,do you see two pencils at the top of the right hand side for me probably the right hand side for you,
428,7,1,00:25:49.600,00:25:50.696,00:00:01.096,,oh yeah yeah yeah
429,7,1,00:25:51.040,00:25:55.191,00:00:04.151,take the one on the third from the top,
430,7,1,00:25:55.200,00:25:57.000,00:00:01.800,,oh you can like make it smaller
431,7,1,00:25:57.100,00:25:57.800,00:00:00.700,,oh I see
432,7,1,00:25:58.300,00:25:59.300,00:00:01.000,,it's thinner now
433,7,1,00:25:59.600,00:26:00.300,00:00:00.700,yeah,
434,7,1,00:26:00.700,00:26:07.600,00:00:06.900,,oh okay okay and then this is thirteen time like three
435,7,1,00:26:09.090,00:26:12.000,00:00:02.910,,but thirteen doesn't go perfectly in the fifty does it
436,7,1,00:26:13.000,00:26:17.333,00:00:04.333,oh I can change the color now okay,
437,7,1,00:26:15.700,00:26:18.900,00:00:03.200,,well I think you're supposed to have green though
438,7,1,00:26:19.800,00:26:23.300,00:00:03.500,oh well now I have green yeah,
439,7,1,00:26:23.300,00:26:24.800,00:00:01.500,,yeah I think you're supposed to have green okay
440,7,1,00:26:24.800,00:26:29.400,00:00:04.600,I was like what am I supposed to do I have black ah,
441,7,1,00:26:30.545,00:26:30.646,00:00:00.101,,(laughter) okay
442,7,1,00:26:34.919,00:26:37.000,00:00:02.081,there's like these buttons on the side of the pen,
443,7,1,00:26:37.000,00:26:37.500,00:00:00.500,what do they do,
444,7,1,00:26:37.500,00:26:39.700,00:00:02.200,,like I'm scared to press them like
445,7,1,00:26:39.700,00:26:41.000,00:00:01.300,I've been pressing it,
446,7,1,00:26:41.000,00:26:44.900,00:00:03.900,and nothing has been happening on like on accident,
447,7,1,00:26:45.800,00:26:48.400,00:00:02.600,,does it like click
448,7,1,00:26:48.400,00:26:49.900,00:00:01.500,,oh does it like click
449,7,1,00:26:49.900,00:26:52.200,00:00:02.300,,I don't know that's
450,7,1,00:26:52.200,00:26:53.900,00:00:01.700,oh yeah it clicks,
451,7,1,00:26:54.000,00:26:57.200,00:00:03.200,,oh they're coming okay you can select I think
452,7,1,00:26:57.200,00:26:57.800,00:00:00.600,,we're working now
453,7,1,00:26:58.100,00:26:59.500,00:00:01.400,,we are working right (laughter)
454,7,1,00:27:00.292,00:27:02.900,00:00:02.608,yeah we are totally working,
455,7,1,00:27:04.500,00:27:10.200,00:00:05.700,,okay oh yeah pause filler and then yeah
456,7,1,00:27:16.080,00:27:16.878,00:00:00.798,,okay
457,7,1,00:27:20.474,00:27:20.979,00:00:00.505,,oh okay
458,7,1,00:27:31.131,00:27:31.939,00:00:00.808,,all right
459,7,1,00:27:41.900,00:27:43.100,00:00:01.200,,okay
460,7,1,00:27:55.000,00:27:57.400,00:00:02.400,,did they give you Skittles (sfx) (laughter)
461,7,1,00:28:04.515,00:28:06.656,00:00:02.141,do you have braces,
462,7,1,00:28:06.858,00:28:08.302,00:00:01.444,,yeah do you
463,7,1,00:28:09.252,00:28:10.700,00:00:01.448,,I don't like braces at all
464,7,1,00:28:10.700,00:28:11.000,00:00:00.300,,oh my god
465,7,1,00:28:11.000,00:28:11.700,00:00:00.700,me neither,
466,7,1,00:28:11.800,00:28:12.600,00:00:00.800,they are so,
467,7,1,00:28:12.600,00:28:13.400,00:00:00.800,,they hurt
468,7,1,00:28:13.500,00:28:13.900,00:00:00.400,yeah,
469,7,1,00:28:14.200,00:28:17.100,00:00:02.900,,mm-hmm like the other day I broke my braces
470,7,1,00:28:17.100,00:28:20.100,00:00:03.000,,and I had to go to the orthodontist
471,7,1,00:28:20.100,00:28:23.400,00:00:03.300,,and they had to like redo the entire thing
472,7,1,00:28:23.700,00:28:27.737,00:00:04.037,,and it was like so painful I was like (sfx)
473,7,1,00:28:27.737,00:28:38.600,00:00:10.863,,does your orthodontist like when you got your braces did they have to put this like sour stuff on it like this glue soured (inaudible) thing because for me they have like stuff
474,7,1,00:28:39.000,00:28:42.200,00:00:03.200,,and it like stung through that
475,7,1,00:28:45.700,00:28:50.700,00:00:05.000,,I wish they gave us Skittles at school (laughter)
476,7,1,00:28:50.700,00:28:51.767,00:00:01.067,,that would be nice
477,7,1,00:29:10.400,00:29:12.000,00:00:01.600,,my chair has these weird things on
478,7,1,00:29:12.000,00:29:16.700,00:00:04.700,,do you have that like accordion like yeah
479,7,1,00:29:16.700,00:29:18.858,00:00:02.158,,and like when you bend back it's like
480,7,1,00:29:20.000,00:29:20.200,00:00:00.200,mm-hmm,
481,7,1,00:29:20.302,00:29:21.999,00:00:01.697,weird stuff,
482,7,1,00:29:27.700,00:29:30.969,00:00:03.269,there's a skeleton in my room well ahead,
483,7,1,00:29:33.535,00:29:34.636,00:00:01.101,,what
484,7,1,00:29:35.979,00:29:37.605,00:00:01.626,,you're just like sitting there
485,7,1,00:29:38.333,00:29:38.434,00:00:00.101,yeah,
486,7,1,00:29:40.232,00:29:41.131,00:00:00.899,,that's weird
487,7,1,00:29:41.000,00:29:41.010,00:00:00.010,Yurik,
488,7,1,00:29:41.010,00:29:43.515,00:00:02.505,I'm going to call it Yurik the skull,
489,7,1,00:29:44.424,00:29:44.909,00:00:00.485,yeah,
490,7,1,00:29:45.797,00:29:48.121,00:00:02.324,,oh good name
491,7,1,00:30:03.171,00:30:09.747,00:00:06.576,there's melon berry berry punch raspberry wild cherry and strawberry,
492,7,1,00:30:13.797,00:30:16.040,00:00:02.243,,I can't choose which is my favorite
493,7,1,00:30:16.040,00:30:18.200,00:00:02.160,,let's see ah
494,7,1,00:30:19.500,00:30:22.600,00:00:03.100,I'm not paying attention to which color I'm putting in so,
495,7,1,00:30:23.600,00:30:23.900,00:00:00.300,,what
496,7,1,00:30:25.400,00:30:27.800,00:00:02.400,I'm not paying attention to which color I'm putting in,
497,7,1,00:30:27.800,00:30:28.900,00:00:01.100,so I have no idea,
498,7,1,00:30:29.400,00:30:33.800,00:00:04.400,,yeah okay here's the melon berry
499,7,1,00:30:35.323,00:30:36.800,00:00:01.477,I don't like the melon berry,
500,7,1,00:30:39.565,00:30:41.868,00:00:02.303,,yeah it's like good but
501,7,1,00:30:42.999,00:30:43.800,00:00:00.801,not my favorite,
502,7,1,00:30:44.300,00:30:50.700,00:00:06.400,,yeah okay now I'm going to try to raspberry or with the wild cherry yeah
503,7,1,00:30:59.090,00:31:01.100,00:00:02.010,,the wild cherry one isn't that like strong
504,7,1,00:31:04.500,00:31:07.000,00:00:02.500,,have you ever had the sour Skittles
505,7,1,00:31:07.000,00:31:07.500,00:00:00.500,oh my gosh,
506,7,1,00:31:07.500,00:31:10.900,00:00:03.400,I hate it because it like make me make as like up days,
507,7,1,00:31:10.900,00:31:13.200,00:00:02.300,I was like no,
508,7,1,00:31:13.200,00:31:16.600,00:00:03.400,,like how yeah it's really this sour yeah
509,7,1,00:31:39.676,00:31:43.464,00:00:03.788,the strawberry one tastes like a strawberry starburst,
510,7,1,00:32:31.607,00:32:33.848,00:00:02.241,,oh I think they're coming
511,7,1,00:32:39.924,00:32:41.886,00:00:01.962,,because the lady just walked over
512,7,1,00:32:41.911,00:32:43.708,00:00:01.797,,she's probably coming to you yup
513,7,1,00:33:06.100,00:33:09.400,00:00:03.300,pause filler they're like on the screen,
514,7,1,00:33:45.700,00:33:49.700,00:00:04.000,,all right okay so the first one
515,7,1,00:33:53.600,00:33:55.300,00:00:01.700,,and then through the three
516,7,1,00:33:56.100,00:33:57.900,00:00:01.800,,so now I guess I'm like the tutor
517,7,1,00:33:58.400,00:34:04.200,00:00:05.800,,so negative three plus x equals twenty-two
518,7,1,00:34:03.658,00:34:06.784,00:00:03.126,is there are writing on the front of the paper,
519,7,1,00:34:06.886,00:34:07.886,00:00:01.000,mm-hmm (inaudible),
520,7,1,00:34:11.000,00:34:12.000,00:00:01.000,but handwriting,
521,7,1,00:34:12.800,00:34:13.100,00:00:00.300,,no
522,7,1,00:34:14.000,00:34:14.400,00:00:00.400,oh,
523,7,1,00:34:15.300,00:34:15.600,00:00:00.300,,why
524,7,1,00:34:16.300,00:34:18.113,00:00:01.813,because I have on mine,
525,7,1,00:34:18.202,00:34:22.177,00:00:03.975,,oh (laughter) all right
526,7,1,00:34:24.493,00:34:25.088,00:00:00.595,,so
527,7,1,00:34:29.300,00:34:34.800,00:00:05.500,,what we probably want to do first is cancel out the three
528,7,1,00:34:36.000,00:34:37.800,00:00:01.800,I would never have guessed,
529,7,1,00:34:40.481,00:34:43.088,00:00:02.607,,so how you think you're going to do that
530,7,1,00:34:45.063,00:34:50.400,00:00:05.337,,(laughter) yeah but you have to add three to both sides
531,7,1,00:34:55.911,00:34:58.924,00:00:03.013,,so then yeah plus twenty-two
532,7,1,00:35:03.924,00:35:05.367,00:00:01.443,twenty-five,
533,7,1,00:35:05.671,00:35:08.200,00:00:02.529,,yeah and then x equals twenty-five
534,7,1,00:35:08.800,00:35:13.100,00:00:04.300,,no yay oh (laughter)
535,7,1,00:35:14.772,00:35:16.886,00:00:02.114,,I was like writing it to like okay
536,7,1,00:35:20.100,00:35:20.800,00:00:00.700,,go back
537,7,1,00:35:20.800,00:35:22.200,00:00:01.400,,oh my gosh whatever
538,7,1,00:35:22.700,00:35:25.700,00:00:03.000,,okay now on the next one
539,7,1,00:35:29.500,00:35:37.700,00:00:08.200,,you're going to add you're going to like do the same thing except pause filler you're adding like y I think
540,7,1,00:35:40.400,00:35:40.900,00:00:00.500,,so
541,7,1,00:35:44.500,00:35:49.531,00:00:05.031,,so add okay so pause filler
542,7,1,00:35:49.557,00:35:53.500,00:00:03.943,,yeah wait yeah because you could then then you could cancel out the y
543,7,1,00:35:53.700,00:35:56.500,00:00:02.800,,so if you added y to both sides
544,7,1,00:35:56.500,00:35:59.800,00:00:03.300,,then yeah just try doing that
545,7,1,00:35:59.800,00:36:01.100,00:00:01.300,,adding y to both sides
546,7,1,00:36:03.063,00:36:06.633,00:00:03.570,the actual weird y because I did not mean to do that,
547,7,1,00:36:09.700,00:36:15.100,00:00:05.400,,so then yeah and so then that would be twenty-three plus y
548,7,1,00:36:15.100,00:36:18.400,00:00:03.300,wait well then that would be eighteen yeah wait,
549,7,1,00:36:18.400,00:36:24.200,00:00:05.800,,yeah because it would cancel out because the negative y and the positive y just makes zero oh
550,7,1,00:36:26.800,00:36:27.800,00:00:01.000,now wait,
551,7,1,00:36:40.400,00:36:44.700,00:00:04.300,it's really awkward that we're like in the building with all these college students,
552,7,1,00:36:44.700,00:36:47.800,00:00:03.100,it's like we're only in like seventh grade,
553,7,1,00:36:48.100,00:36:50.000,00:00:01.900,and we're only like twenty year olds,
554,7,1,00:36:50.000,00:36:51.900,00:00:01.900,it's like hi,
555,7,1,00:36:51.900,00:36:57.303,00:00:05.403,and I don't know you this is really scary okay,
556,7,1,00:36:57.949,00:37:04.848,00:00:06.899,,all right so if you added y to both sides the ys
557,7,1,00:37:05.721,00:37:08.000,00:00:02.279,I think it's adding eighteen,
558,7,1,00:37:10.000,00:37:20.700,00:00:10.700,,well because if you added y to both sides then you would because you can have the negative y I don't think
559,7,1,00:37:23.848,00:37:27.000,00:00:03.152,,like because then if you add y to both sides
560,7,1,00:37:27.000,00:37:34.500,00:00:07.500,,then pause filler then this the y on this side will become just zero
561,7,1,00:37:34.500,00:37:37.900,00:00:03.400,,sort of like have with the nine it's like you have negative nine plus nine equals zero
562,7,1,00:37:37.900,00:37:48.671,00:00:10.771,,and then this will just become twenty-three plus y equals eighteen oh (laughter) plus y equals eighteen
563,7,1,00:37:48.700,00:37:53.200,00:00:04.500,,and then like and then you could probably subtract twenty-three from each side
564,7,1,00:37:55.200,00:37:55.600,00:00:00.400,yeah,
565,7,1,00:37:55.600,00:37:58.300,00:00:02.700,,you see here you want to try it
566,7,1,00:37:59.100,00:38:00.468,00:00:01.368,,and I'll like yeah
567,7,1,00:38:41.784,00:38:43.200,00:00:01.416,,so what's in the box
568,7,1,00:38:49.595,00:38:52.500,00:00:02.905,,(laughter) all right
569,7,1,00:38:56.200,00:38:57.600,00:00:01.400,,back to the problem (laughter)
570,7,1,00:38:59.468,00:39:00.300,00:00:00.832,,oh my gosh
571,7,1,00:39:00.400,00:39:01.700,00:00:01.300,,it's on my leg pause filler
572,7,1,00:39:05.500,00:39:06.000,00:00:00.500,,so
573,7,1,00:39:08.500,00:39:09.100,00:00:00.600,,if we're
574,7,1,00:39:10.900,00:39:12.300,00:00:01.400,,just trying to go through it
575,7,1,00:39:12.300,00:39:15.200,00:00:02.900,,so if we add y to the side
576,7,1,00:39:15.200,00:39:18.900,00:00:03.700,,and we add y to the other side as well
577,7,1,00:39:18.900,00:39:20.500,00:00:01.600,,what do we have
578,7,1,00:39:22.300,00:39:22.400,00:00:00.100,,oh
579,7,1,00:39:36.253,00:39:38.000,00:00:01.747,I'm still chewing,
580,7,1,00:39:38.000,00:39:41.300,00:00:03.300,okay so I don't think we add y,
581,7,1,00:39:42.200,00:39:45.900,00:00:03.700,I think we only add y once,
582,7,1,00:39:46.500,00:39:48.900,00:00:02.400,and then it's eighteen plus twenty-three,
583,7,1,00:39:52.300,00:39:53.100,00:00:00.800,,but yeah
584,7,1,00:39:53.400,00:39:54.100,00:00:00.700,,wait what do you mean
585,7,1,00:39:56.400,00:39:59.400,00:00:03.000,I'm like explaining the problem now (laughter),
586,7,1,00:40:00.700,00:40:08.519,00:00:07.819,okay so negative y plus eighteen equals twenty,
587,7,1,00:40:08.100,00:40:08.600,00:00:00.500,,negative
588,7,1,00:40:10.300,00:40:11.063,00:00:00.763,,what do you mean
589,7,1,00:40:11.100,00:40:13.200,00:00:02.100,,how did you get that because I don't
590,7,1,00:40:13.200,00:40:14.400,00:00:01.200,it's the problem up here,
591,7,1,00:40:15.683,00:40:16.300,00:00:00.617,,oh yeah
592,7,1,00:40:16.300,00:40:19.405,00:00:03.105,,(laughter) I was like where did that come from
593,7,1,00:40:21.139,00:40:28.569,00:00:07.430,okay so we would subtract y from eighteen negative y,
594,7,1,00:40:31.000,00:40:39.300,00:00:08.300,and then we would equal twenty-three plus eighteen,
595,7,1,00:40:42.800,00:40:46.600,00:00:03.800,,but on here they have like the same form
596,7,1,00:40:46.600,00:40:53.000,00:00:06.400,,and they add like y first like
597,7,1,00:40:53.000,00:40:56.600,00:00:03.600,,around here we're pause filler it's like the same thing with different numbers
598,7,1,00:40:57.500,00:41:00.700,00:00:03.200,,they just added like the number they've added like the x first
599,7,1,00:41:02.700,00:41:03.600,00:00:00.900,,and then they add
600,7,1,00:41:03.600,00:41:08.800,00:00:05.200,,and then they subtracted the number so
601,7,1,00:41:10.700,00:41:12.911,00:00:02.211,so then it would be eighteen y,
602,7,1,00:41:15.341,00:41:18.405,00:00:03.064,,what do you mean (laughter)
603,7,1,00:41:19.400,00:41:21.800,00:00:02.400,y plus eighteen equals eighteen y,
604,7,1,00:41:22.300,00:41:23.000,00:00:00.700,,negative y
605,7,1,00:41:23.100,00:41:24.000,00:00:00.900,,remember it's negative
606,7,1,00:41:27.100,00:41:28.700,00:00:01.600,then negative eighteen y,
607,7,1,00:41:29.200,00:41:29.700,00:00:00.500,,yeah
608,7,1,00:41:31.721,00:41:38.500,00:00:06.779,,all right negative yeah eighteen negative y what because like no y has to be positive
609,7,1,00:41:43.038,00:41:43.329,00:00:00.291,,doesn't it
610,7,1,00:41:45.152,00:41:46.114,00:00:00.962,I don't know,
611,7,1,00:41:46.300,00:41:48.500,00:00:02.200,,that's like start this thing fresh again
612,7,1,00:41:49.800,00:41:52.341,00:00:02.541,,because it's like a mess (laughter)
613,7,1,00:42:10.300,00:42:14.700,00:00:04.400,,okay so let's try like what I see on the paper
614,7,1,00:42:14.700,00:42:23.400,00:00:08.700,,so let's try plus y on the side plus y on this side
615,7,1,00:42:23.800,00:42:26.600,00:00:02.800,don't you want to make the ink a little smaller,
616,7,1,00:42:27.500,00:42:28.500,00:00:01.000,,yeah I can try that
617,7,1,00:42:30.600,00:42:31.100,00:00:00.500,,here we go
618,7,1,00:42:31.100,00:42:33.000,00:00:01.900,,oh that's really strong
619,7,1,00:42:33.000,00:42:35.200,00:00:02.200,,okay there we go
620,7,1,00:42:35.200,00:42:38.974,00:00:03.774,,so now so if we add y on both sides what do we have
621,7,1,00:42:41.291,00:42:49.101,00:00:07.810,pause filler so well this is zero,
622,7,1,00:42:48.900,00:42:51.100,00:00:02.200,,yeah that would cancel out
623,7,1,00:42:51.600,00:42:54.100,00:00:02.500,and this is eighteen y,
624,7,1,00:42:54.400,00:42:55.544,00:00:01.144,,so no
625,7,1,00:42:57.303,00:42:58.595,00:00:01.292,,you won't need the
626,7,1,00:42:57.500,00:42:58.200,00:00:00.700,how,
627,7,1,00:42:58.595,00:43:03.000,00:00:04.405,,you wouldn't need the eighteen because you would add by each side
628,7,1,00:43:03.000,00:43:06.000,00:00:03.000,,so you would add y to each side of the equation
629,7,1,00:43:06.000,00:43:06.800,00:00:00.800,,so you would add y to
630,7,1,00:43:06.800,00:43:07.400,00:00:00.600,oh twenty-three,
631,7,1,00:43:07.400,00:43:09.000,00:00:01.600,it's twenty-three y,
632,7,1,00:43:09.500,00:43:10.700,00:00:01.200,,twenty-three plus y yeah
633,7,1,00:43:12.500,00:43:19.600,00:00:07.100,,so now it's going to be eighteen because it equals twenty-three plus y
634,7,1,00:43:23.500,00:43:24.100,00:00:00.600,,and then
635,7,1,00:43:27.200,00:43:31.278,00:00:04.078,,and then what do we do pause filler it's
636,7,1,00:43:31.400,00:43:32.700,00:00:01.300,that was weird,
637,7,1,00:43:33.400,00:43:34.000,00:00:00.600,,what
638,7,1,00:43:34.000,00:43:38.300,00:00:04.300,someone was staring at me it was really scary,
639,7,1,00:43:38.300,00:43:48.481,00:00:10.181,,okay (laughter) so now we have that
640,7,1,00:43:51.177,00:43:53.000,00:00:01.823,,we can cancel out the twenty-three
641,7,1,00:43:53.000,00:43:57.500,00:00:04.500,,and then so we have y alone by subtracting twenty-three from each side
642,7,1,00:43:57.500,00:44:00.100,00:00:02.600,,so do that and then yeah
643,7,1,00:44:00.300,00:44:03.200,00:00:02.900,,so what's eighteen minus twenty-three
644,7,1,00:44:05.190,00:44:05.405,00:00:00.215,eight,
645,7,1,00:44:07.329,00:44:09.152,00:00:01.823,,here let's just like write it out
646,7,1,00:44:20.100,00:44:21.500,00:00:01.400,,yeah eighteen minus twenty
647,7,1,00:44:21.500,00:44:22.700,00:00:01.200,,it's going to be negative
648,7,1,00:44:24.400,00:44:26.600,00:00:02.200,I hate negative numbers,
649,7,1,00:44:26.900,00:44:29.177,00:00:02.277,they're so confusing,
650,7,1,00:44:45.265,00:44:47.200,00:00:01.935,huh I did a circle,
651,7,1,00:44:47.500,00:44:47.900,00:00:00.400,,okay
652,7,1,00:44:48.100,00:44:49.100,00:00:01.000,sort of (laughter),
653,7,1,00:44:50.645,00:44:56.900,00:00:06.255,,so then it would be negative fifteen equals y right
654,7,1,00:44:57.600,00:44:58.000,00:00:00.400,yeah,
655,7,1,00:44:58.600,00:45:05.700,00:00:07.100,,because if we did eighteen minus twenty-three because we canceled out the twenty-three by subtracting twenty-three from it so then it's just
656,7,1,00:45:05.800,00:45:07.200,00:00:01.400,oh I figured it out,
657,7,1,00:45:07.400,00:45:12.500,00:00:05.100,,yeah and then it's just negative fifteen equals y right
658,7,1,00:45:14.800,00:45:16.300,00:00:01.500,when you press it the button,
659,7,1,00:45:16.300,00:45:17.700,00:00:01.400,it draws it,
660,7,1,00:45:19.700,00:45:20.300,00:00:00.600,,what do you mean
661,7,1,00:45:20.500,00:45:25.500,00:00:05.000,press field not the small part of it but the larger,
662,7,1,00:45:26.700,00:45:30.400,00:00:03.700,no the button the bigger yeah,
663,7,1,00:45:30.400,00:45:33.700,00:00:03.300,and then start drawing without touching it,
664,7,1,00:45:33.700,00:45:35.900,00:00:02.200,,wait
665,7,1,00:45:42.303,00:45:42.900,00:00:00.597,,I see that
666,7,1,00:45:42.900,00:45:44.126,00:00:01.226,,it like makes really little lines though
667,7,1,00:45:48.063,00:45:48.354,00:00:00.291,,oh
668,7,1,00:45:50.600,00:45:51.100,00:00:00.500,yeah,
669,7,1,00:45:51.300,00:45:52.000,00:00:00.700,,that's cool
670,7,1,00:45:56.000,00:46:00.500,00:00:04.500,I just tapped it,
671,7,1,00:46:00.500,00:46:04.400,00:00:03.900,that's really weird,
672,7,1,00:46:05.300,00:46:10.100,00:00:04.800,okay your face just got really big,
